Province/State,Country/Region,Lat,Long,Confirmed,Date
,Vietnam,14.058323999999999,108.277199,355,2020-06-29
,West Bank and Gaza,31.9522,35.2332,2185,2020-06-29
,Western Sahara,24.2155,-12.8858,10,2020-06-29
,Yemen,15.552726999999999,48.516388,1128,2020-06-29
,Zambia,-13.133897,27.849332,1568,2020-06-29
,Zimbabwe,-19.015438,29.154857,574,2020-06-29
,Afghanistan,33.93911,67.709953,31517,2020-06-30
,Albania,41.1533,20.1683,2535,2020-06-30
,Algeria,28.0339,1.6596,13907,2020-06-30
,Andorra,42.5063,1.5218,855,2020-06-30
,Angola,-11.2027,17.8739,284,2020-06-30
,Antigua and Barbuda,17.0608,-61.7964,69,2020-06-30
,Argentina,-38.4161,-63.6167,64530,2020-06-30
,Armenia,40.0691,45.0382,25542,2020-06-30
Australian Capital Territory,Australia,-35.4735,149.0124,108,2020-06-30
New South Wales,Australia,-33.8688,151.2093,3203,2020-06-30
Northern Territory,Australia,-12.4634,130.8456,29,2020-06-30
Queensland,Australia,-27.4698,153.0251,1067,2020-06-30
South Australia,Australia,-34.9285,138.6007,443,2020-06-30
Tasmania,Australia,-42.8821,147.3272,228,2020-06-30
Victoria,Australia,-37.8136,144.9631,2231,2020-06-30
Western Australia,Australia,-31.9505,115.8605,611,2020-06-30
,Austria,47.5162,14.5501,17766,2020-06-30
,Azerbaijan,40.1431,47.5769,17524,2020-06-30
,Bahamas,25.025885,-78.035889,104,2020-06-30
,Bahrain,26.0275,50.55,26758,2020-06-30
,Bangladesh,23.685,90.3563,145483,2020-06-30
,Barbados,13.1939,-59.5432,97,2020-06-30
,Belarus,53.7098,27.9534,62118,2020-06-30
,Belgium,50.8333,4.469936,61427,2020-06-30
,Belize,17.1899,-88.4976,24,2020-06-30
,Benin,9.3077,2.3158,1199,2020-06-30
,Bhutan,27.5142,90.4336,77,2020-06-30
,Bolivia,-16.2902,-63.5887,33219,2020-06-30
,Bosnia and Herzegovina,43.9159,17.6791,4453,2020-06-30
,Botswana,-22.3285,24.6849,227,2020-06-30
,Brazil,-14.235,-51.9253,1402041,2020-06-30
,Brunei,4.5353,114.7277,141,2020-06-30
,Bulgaria,42.7339,25.4858,4989,2020-06-30
,Burkina Faso,12.2383,-1.5616,962,2020-06-30
,Burma,21.9162,95.956,299,2020-06-30
,Burundi,-3.3731,29.9189,170,2020-06-30
,Cabo Verde,16.5388,-23.0418,1227,2020-06-30
,Cambodia,11.55,104.9167,141,2020-06-30
,Cameroon,3.8480000000000003,11.5021,12592,2020-06-30
Alberta,Canada,53.9333,-116.5765,8108,2020-06-30
British Columbia,Canada,53.7267,-127.6476,2916,2020-06-30
Diamond Princess,Canada,0.0,0.0,0,2020-06-30
Grand Princess,Canada,0.0,0.0,13,2020-06-30
Manitoba,Canada,53.7609,-98.8139,325,2020-06-30
New Brunswick,Canada,46.5653,-66.4619,165,2020-06-30
Newfoundland and Labrador,Canada,53.1355,-57.6604,261,2020-06-30
Northwest Territories,Canada,64.8255,-124.8457,5,2020-06-30
Nova Scotia,Canada,44.681999999999995,-63.7443,1062,2020-06-30
Ontario,Canada,51.2538,-85.3232,36961,2020-06-30
Prince Edward Island,Canada,46.5107,-63.4168,27,2020-06-30
Quebec,Canada,52.9399,-73.5491,55458,2020-06-30
Saskatchewan,Canada,52.9399,-106.4509,785,2020-06-30
Yukon,Canada,64.2823,-135.0,11,2020-06-30
,Central African Republic,6.6111,20.9394,3745,2020-06-30
,Chad,15.4542,18.7322,866,2020-06-30
,Chile,-35.6751,-71.543,279393,2020-06-30
Anhui,China,31.8257,117.2264,991,2020-06-30
Beijing,China,40.1824,116.4142,922,2020-06-30
Chongqing,China,30.0572,107.874,582,2020-06-30
Fujian,China,26.0789,117.9874,363,2020-06-30
Gansu,China,35.7518,104.2861,164,2020-06-30
Guangdong,China,23.3417,113.4244,1641,2020-06-30
Guangxi,China,23.8298,108.7881,254,2020-06-30
Guizhou,China,26.8154,106.8748,147,2020-06-30
Hainan,China,19.1959,109.7453,171,2020-06-30
Hebei,China,39.549,116.1306,349,2020-06-30
Heilongjiang,China,47.861999999999995,127.7615,947,2020-06-30
Henan,China,37.8957,114.9042,1276,2020-06-30
Hong Kong,China,22.3,114.2,1205,2020-06-30
Hubei,China,30.9756,112.2707,68135,2020-06-30
Hunan,China,27.6104,111.7088,1019,2020-06-30
Inner Mongolia,China,44.0935,113.9448,238,2020-06-30
Jiangsu,China,32.9711,119.455,654,2020-06-30
Jiangxi,China,27.614,115.7221,932,2020-06-30
Jilin,China,43.6661,126.1923,155,2020-06-30
Liaoning,China,41.2956,122.6085,155,2020-06-30
Macau,China,22.1667,113.55,46,2020-06-30
Ningxia,China,37.2692,106.1655,75,2020-06-30
Qinghai,China,35.7452,95.9956,18,2020-06-30
Shaanxi,China,35.1917,108.8701,320,2020-06-30
Shandong,China,36.3427,118.1498,792,2020-06-30
Shanghai,China,31.201999999999998,121.4491,712,2020-06-30
Shanxi,China,37.5777,112.2922,198,2020-06-30
Sichuan,China,30.6171,102.7103,595,2020-06-30
Tianjin,China,39.3054,117.323,198,2020-06-30
Tibet,China,31.6927,88.0924,1,2020-06-30
Xinjiang,China,41.1129,85.2401,76,2020-06-30
Yunnan,China,24.974,101.48700000000001,185,2020-06-30
Zhejiang,China,29.1832,120.0934,1269,2020-06-30
,Colombia,4.5709,-74.2973,97846,2020-06-30
,Comoros,-11.6455,43.3333,303,2020-06-30
,Congo (Brazzaville),-0.228,15.8277,1087,2020-06-30
,Congo (Kinshasa),-4.0383,21.7587,7039,2020-06-30
,Costa Rica,9.7489,-83.7534,3459,2020-06-30
,Cote d'Ivoire,7.54,-5.5471,9499,2020-06-30
,Croatia,45.1,15.2,2777,2020-06-30
,Cuba,21.521757,-77.78116700000002,2341,2020-06-30
,Cyprus,35.1264,33.4299,998,2020-06-30
,Czechia,49.8175,15.472999999999999,11954,2020-06-30
Faroe Islands,Denmark,61.8926,-6.9118,187,2020-06-30
Greenland,Denmark,71.7069,-42.6043,13,2020-06-30
,Denmark,56.2639,9.5018,12768,2020-06-30
,Diamond Princess,0.0,0.0,712,2020-06-30
,Djibouti,11.8251,42.5903,4682,2020-06-30
,Dominica,15.415,-61.371,18,2020-06-30
,Dominican Republic,18.7357,-70.1627,32568,2020-06-30
,Ecuador,-1.8312,-78.1834,56432,2020-06-30
,Egypt,26.820553000000004,30.802497999999996,68311,2020-06-30
,El Salvador,13.7942,-88.8965,6438,2020-06-30
,Equatorial Guinea,1.6508,10.2679,2001,2020-06-30
,Eritrea,15.1794,39.7823,203,2020-06-30
,Estonia,58.5953,25.0136,1989,2020-06-30
,Eswatini,-26.5225,31.4659,812,2020-06-30
,Ethiopia,9.145,40.4897,5846,2020-06-30
,Fiji,-17.7134,178.065,18,2020-06-30
,Finland,61.92411,25.748151,7214,2020-06-30
French Guiana,France,3.9339,-53.1258,4004,2020-06-30
French Polynesia,France,-17.6797,149.4068,62,2020-06-30
Guadeloupe,France,16.265,-61.551,182,2020-06-30
Martinique,France,14.6415,-61.0242,242,2020-06-30
Mayotte,France,-12.8275,45.166244,2603,2020-06-30
New Caledonia,France,-20.904304999999997,165.618042,21,2020-06-30
Reunion,France,-21.1151,55.5364,526,2020-06-30
Saint Barthelemy,France,17.9,-62.8333,6,2020-06-30
Saint Pierre and Miquelon,France,46.8852,-56.3159,1,2020-06-30
St Martin,France,18.0708,-63.0501,43,2020-06-30
,France,46.2276,2.2137,194373,2020-06-30
,Gabon,-0.8037,11.6094,5394,2020-06-30
,Gambia,13.4432,-15.3101,49,2020-06-30
,Georgia,42.3154,43.3569,928,2020-06-30
,Germany,51.165690999999995,10.451526,195418,2020-06-30
,Ghana,7.9465,-1.0232,17741,2020-06-30
,Greece,39.0742,21.8243,3409,2020-06-30
,Grenada,12.1165,-61.678999999999995,23,2020-06-30
,Guatemala,15.7835,-90.2308,18096,2020-06-30
,Guinea,9.9456,-9.6966,5391,2020-06-30
,Guinea-Bissau,11.8037,-15.1804,1654,2020-06-30
,Guyana,4.860416000000002,-58.93018000000001,245,2020-06-30
,Haiti,18.9712,-72.2852,5975,2020-06-30
,Holy See,41.9029,12.4534,12,2020-06-30
,Honduras,15.2,-86.2419,19558,2020-06-30
,Hungary,47.1625,19.5033,4155,2020-06-30
,Iceland,64.9631,-19.0208,1824,2020-06-30
,India,20.593684,78.96288,585481,2020-06-30
,Indonesia,-0.7893,113.9213,56385,2020-06-30
,Iran,32.427908,53.68804599999999,227662,2020-06-30
,Iraq,33.223191,43.679291,49109,2020-06-30
,Ireland,53.1424,-7.6921,25473,2020-06-30
,Israel,31.046051000000002,34.851612,25244,2020-06-30
,Italy,41.87194,12.56738,240578,2020-06-30
,Jamaica,18.1096,-77.2975,702,2020-06-30
,Japan,36.204824,138.252924,18615,2020-06-30
,Jordan,31.24,36.51,1132,2020-06-30
,Kazakhstan,48.0196,66.9237,22308,2020-06-30
,Kenya,-0.0236,37.9062,6366,2020-06-30
,"Korea, South",35.90775700000001,127.766922,12850,2020-06-30
,Kosovo,42.602636,20.902977,2799,2020-06-30
,Kuwait,29.311659999999996,47.481766,46195,2020-06-30
,Kyrgyzstan,41.20438,74.766098,5506,2020-06-30
,Laos,19.856270000000002,102.495496,19,2020-06-30
,Latvia,56.8796,24.6032,1118,2020-06-30
,Lebanon,33.8547,35.8623,1778,2020-06-30
,Lesotho,-29.61,28.2336,27,2020-06-30
,Liberia,6.4280550000000005,-9.429499,780,2020-06-30
,Libya,26.3351,17.228331,824,2020-06-30
,Liechtenstein,47.14,9.55,82,2020-06-30
,Lithuania,55.1694,23.8813,1817,2020-06-30
,Luxembourg,49.8153,6.1296,4299,2020-06-30
,MS Zaandam,0.0,0.0,9,2020-06-30
,Madagascar,-18.766947000000002,46.869107,2214,2020-06-30
,Malawi,-13.2543,34.3015,1224,2020-06-30
,Malaysia,4.210483999999999,101.97576600000001,8639,2020-06-30
,Maldives,3.2028,73.2207,2361,2020-06-30
,Mali,17.570692,-3.996166000000001,2181,2020-06-30
,Malta,35.9375,14.3754,670,2020-06-30
,Mauritania,21.0079,-10.9408,4363,2020-06-30
,Mauritius,-20.348404000000002,57.552152,341,2020-06-30
,Mexico,23.6345,-102.5528,226089,2020-06-30
,Moldova,47.4116,28.3699,16613,2020-06-30
,Monaco,43.7333,7.4167,103,2020-06-30
,Mongolia,46.8625,103.8467,220,2020-06-30
,Montenegro,42.708678000000006,19.37439,548,2020-06-30
,Morocco,31.7917,-7.0926,12533,2020-06-30
,Mozambique,-18.665695,35.529562,889,2020-06-30
,Namibia,-22.9576,18.4904,205,2020-06-30
,Nepal,28.1667,84.25,13564,2020-06-30
Aruba,Netherlands,12.5211,-69.9683,103,2020-06-30
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,7,2020-06-30
Curacao,Netherlands,12.1696,-68.99,23,2020-06-30
Sint Maarten,Netherlands,18.0425,-63.0548,77,2020-06-30
,Netherlands,52.1326,5.2913,50273,2020-06-30
,New Zealand,-40.9006,174.886,1528,2020-06-30
,Nicaragua,12.865416,-85.207229,2519,2020-06-30
,Niger,17.607789,8.081666,1075,2020-06-30
,Nigeria,9.082,8.6753,25694,2020-06-30
,North Macedonia,41.6086,21.7453,6334,2020-06-30
,Norway,60.472,8.4689,8879,2020-06-30
,Oman,21.512583,55.92325500000001,40070,2020-06-30
,Pakistan,30.3753,69.3451,213470,2020-06-30
,Panama,8.538,-80.7821,33550,2020-06-30
,Papua New Guinea,-6.314993,143.95555,11,2020-06-30
,Paraguay,-23.4425,-58.4438,2221,2020-06-30
,Peru,-9.19,-75.0152,285213,2020-06-30
,Philippines,12.879721,121.77401699999999,37514,2020-06-30
,Poland,51.9194,19.1451,34393,2020-06-30
,Portugal,39.3999,-8.2245,42141,2020-06-30
,Qatar,25.3548,51.1839,96088,2020-06-30
,Romania,45.9432,24.9668,26970,2020-06-30
,Russia,61.52401,105.31875600000001,646929,2020-06-30
,Rwanda,-1.9403,29.8739,1025,2020-06-30
,Saint Kitts and Nevis,17.357822,-62.782998,15,2020-06-30
,Saint Lucia,13.9094,-60.9789,19,2020-06-30
,Saint Vincent and the Grenadines,12.9843,-61.2872,29,2020-06-30
,San Marino,43.9424,12.4578,698,2020-06-30
,Sao Tome and Principe,0.1864,6.6131,714,2020-06-30
,Saudi Arabia,23.885942,45.079162,190823,2020-06-30
,Senegal,14.4974,-14.4524,6793,2020-06-30
,Serbia,44.0165,21.0059,14564,2020-06-30
,Seychelles,-4.6796,55.492,81,2020-06-30
,Sierra Leone,8.460555000000001,-11.779889,1462,2020-06-30
,Singapore,1.2833,103.8333,43907,2020-06-30
,Slovakia,48.669,19.699,1667,2020-06-30
,Slovenia,46.1512,14.9955,1600,2020-06-30
,Solomon Islands,-9.6457,160.1562,0,2020-06-30
,Somalia,5.152149,46.199616,2924,2020-06-30
,South Africa,-30.5595,22.9375,151209,2020-06-30
,South Sudan,6.8770000000000024,31.307,2007,2020-06-30
,Spain,40.463667,-3.7492199999999998,249271,2020-06-30
,Sri Lanka,7.873054,80.77179699999998,2047,2020-06-30
,Sudan,12.8628,30.2176,9257,2020-06-30
,Suriname,3.9193,-56.0278,515,2020-06-30
,Sweden,60.128161,18.643501,67924,2020-06-30
,Switzerland,46.8182,8.2275,31714,2020-06-30
,Syria,34.802075,38.99681500000001,279,2020-06-30
,Taiwan*,23.7,121.0,447,2020-06-30
,Tajikistan,38.861,71.2761,5900,2020-06-30
,Tanzania,-6.369028,34.888822,509,2020-06-30
,Thailand,15.870032,100.992541,3171,2020-06-30
,Timor-Leste,-8.874217,125.727539,24,2020-06-30
,Togo,8.6195,0.8248,650,2020-06-30
,Trinidad and Tobago,10.6918,-61.2225,130,2020-06-30
,Tunisia,33.886917,9.537499,1174,2020-06-30
,Turkey,38.9637,35.2433,199906,2020-06-30
,US,40.0,-100.0,2633871,2020-06-30
,Uganda,1.373333,32.290275,889,2020-06-30
,Ukraine,48.3794,31.1656,45254,2020-06-30
,United Arab Emirates,23.424076,53.847818000000004,48667,2020-06-30
Anguilla,United Kingdom,18.2206,-63.0686,3,2020-06-30
Bermuda,United Kingdom,32.3078,-64.7505,146,2020-06-30
British Virgin Islands,United Kingdom,18.4207,-64.64,8,2020-06-30
Cayman Islands,United Kingdom,19.3133,-81.2546,200,2020-06-30
Channel Islands,United Kingdom,49.3723,-2.3644,571,2020-06-30
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,2020-06-30
Gibraltar,United Kingdom,36.1408,-5.3536,177,2020-06-30
Isle of Man,United Kingdom,54.2361,-4.5481,336,2020-06-30
Montserrat,United Kingdom,16.742498,-62.187366000000004,11,2020-06-30
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,41,2020-06-30
,United Kingdom,55.3781,-3.4360000000000004,283710,2020-06-30
,Uruguay,-32.5228,-55.7658,936,2020-06-30
,Uzbekistan,41.377491,64.585262,8503,2020-06-30
,Venezuela,6.4238,-66.5897,5832,2020-06-30
,Vietnam,14.058323999999999,108.277199,355,2020-06-30
,West Bank and Gaza,31.9522,35.2332,2428,2020-06-30
,Western Sahara,24.2155,-12.8858,10,2020-06-30
,Yemen,15.552726999999999,48.516388,1158,2020-06-30
,Zambia,-13.133897,27.849332,1594,2020-06-30
,Zimbabwe,-19.015438,29.154857,591,2020-06-30
,Afghanistan,33.93911,67.709953,31836,2020-07-01
,Albania,41.1533,20.1683,2580,2020-07-01
,Algeria,28.0339,1.6596,14272,2020-07-01
,Andorra,42.5063,1.5218,855,2020-07-01
,Angola,-11.2027,17.8739,291,2020-07-01
,Antigua and Barbuda,17.0608,-61.7964,69,2020-07-01
,Argentina,-38.4161,-63.6167,67197,2020-07-01
,Armenia,40.0691,45.0382,26065,2020-07-01
Australian Capital Territory,Australia,-35.4735,149.0124,108,2020-07-01
New South Wales,Australia,-33.8688,151.2093,3211,2020-07-01
Northern Territory,Australia,-12.4634,130.8456,30,2020-07-01
Queensland,Australia,-27.4698,153.0251,1067,2020-07-01
South Australia,Australia,-34.9285,138.6007,443,2020-07-01
Tasmania,Australia,-42.8821,147.3272,228,2020-07-01
Victoria,Australia,-37.8136,144.9631,2303,2020-07-01
Western Australia,Australia,-31.9505,115.8605,611,2020-07-01
,Austria,47.5162,14.5501,17873,2020-07-01
,Azerbaijan,40.1431,47.5769,18112,2020-07-01
,Bahamas,25.025885,-78.035889,104,2020-07-01
,Bahrain,26.0275,50.55,27414,2020-07-01
,Bangladesh,23.685,90.3563,149258,2020-07-01
,Barbados,13.1939,-59.5432,97,2020-07-01
,Belarus,53.7098,27.9534,62424,2020-07-01
,Belgium,50.8333,4.469936,61509,2020-07-01
,Belize,17.1899,-88.4976,28,2020-07-01
,Benin,9.3077,2.3158,1199,2020-07-01
,Bhutan,27.5142,90.4336,77,2020-07-01
,Bolivia,-16.2902,-63.5887,34227,2020-07-01
,Bosnia and Herzegovina,43.9159,17.6791,4606,2020-07-01
,Botswana,-22.3285,24.6849,227,2020-07-01
,Brazil,-14.235,-51.9253,1448753,2020-07-01
,Brunei,4.5353,114.7277,141,2020-07-01
,Bulgaria,42.7339,25.4858,5154,2020-07-01
,Burkina Faso,12.2383,-1.5616,962,2020-07-01
,Burma,21.9162,95.956,303,2020-07-01
,Burundi,-3.3731,29.9189,170,2020-07-01
,Cabo Verde,16.5388,-23.0418,1267,2020-07-01
,Cambodia,11.55,104.9167,141,2020-07-01
,Cameroon,3.8480000000000003,11.5021,12592,2020-07-01
Alberta,Canada,53.9333,-116.5765,8108,2020-07-01
British Columbia,Canada,53.7267,-127.6476,2916,2020-07-01
Diamond Princess,Canada,0.0,0.0,0,2020-07-01
Grand Princess,Canada,0.0,0.0,13,2020-07-01
Manitoba,Canada,53.7609,-98.8139,325,2020-07-01
New Brunswick,Canada,46.5653,-66.4619,165,2020-07-01
Newfoundland and Labrador,Canada,53.1355,-57.6604,261,2020-07-01
Northwest Territories,Canada,64.8255,-124.8457,5,2020-07-01
Nova Scotia,Canada,44.681999999999995,-63.7443,1063,2020-07-01
Ontario,Canada,51.2538,-85.3232,37085,2020-07-01
Prince Edward Island,Canada,46.5107,-63.4168,27,2020-07-01
Quebec,Canada,52.9399,-73.5491,55524,2020-07-01
Saskatchewan,Canada,52.9399,-106.4509,785,2020-07-01
Yukon,Canada,64.2823,-135.0,11,2020-07-01
,Central African Republic,6.6111,20.9394,3745,2020-07-01
,Chad,15.4542,18.7322,866,2020-07-01
,Chile,-35.6751,-71.543,282043,2020-07-01
Anhui,China,31.8257,117.2264,991,2020-07-01
Beijing,China,40.1824,116.4142,923,2020-07-01
Chongqing,China,30.0572,107.874,582,2020-07-01
Fujian,China,26.0789,117.9874,363,2020-07-01
Gansu,China,35.7518,104.2861,164,2020-07-01
Guangdong,China,23.3417,113.4244,1642,2020-07-01
Guangxi,China,23.8298,108.7881,254,2020-07-01
Guizhou,China,26.8154,106.8748,147,2020-07-01
Hainan,China,19.1959,109.7453,171,2020-07-01
Hebei,China,39.549,116.1306,349,2020-07-01
Heilongjiang,China,47.861999999999995,127.7615,947,2020-07-01
Henan,China,37.8957,114.9042,1276,2020-07-01
Hong Kong,China,22.3,114.2,1233,2020-07-01
Hubei,China,30.9756,112.2707,68135,2020-07-01
Hunan,China,27.6104,111.7088,1019,2020-07-01
Inner Mongolia,China,44.0935,113.9448,238,2020-07-01
Jiangsu,China,32.9711,119.455,654,2020-07-01
Jiangxi,China,27.614,115.7221,932,2020-07-01
Jilin,China,43.6661,126.1923,155,2020-07-01
Liaoning,China,41.2956,122.6085,155,2020-07-01
Macau,China,22.1667,113.55,46,2020-07-01
Ningxia,China,37.2692,106.1655,75,2020-07-01
Qinghai,China,35.7452,95.9956,18,2020-07-01
Shaanxi,China,35.1917,108.8701,320,2020-07-01
Shandong,China,36.3427,118.1498,792,2020-07-01
Shanghai,China,31.201999999999998,121.4491,713,2020-07-01
Shanxi,China,37.5777,112.2922,198,2020-07-01
Sichuan,China,30.6171,102.7103,595,2020-07-01
Tianjin,China,39.3054,117.323,198,2020-07-01
Tibet,China,31.6927,88.0924,1,2020-07-01
Xinjiang,China,41.1129,85.2401,76,2020-07-01
Yunnan,China,24.974,101.48700000000001,185,2020-07-01
Zhejiang,China,29.1832,120.0934,1269,2020-07-01
,Colombia,4.5709,-74.2973,102009,2020-07-01
,Comoros,-11.6455,43.3333,303,2020-07-01
,Congo (Brazzaville),-0.228,15.8277,1382,2020-07-01
,Congo (Kinshasa),-4.0383,21.7587,7122,2020-07-01
,Costa Rica,9.7489,-83.7534,3753,2020-07-01
,Cote d'Ivoire,7.54,-5.5471,9702,2020-07-01
,Croatia,45.1,15.2,2831,2020-07-01
,Cuba,21.521757,-77.78116700000002,2348,2020-07-01
,Cyprus,35.1264,33.4299,999,2020-07-01
,Czechia,49.8175,15.472999999999999,12046,2020-07-01
Faroe Islands,Denmark,61.8926,-6.9118,187,2020-07-01
Greenland,Denmark,71.7069,-42.6043,13,2020-07-01
,Denmark,56.2639,9.5018,12794,2020-07-01
,Diamond Princess,0.0,0.0,712,2020-07-01
,Djibouti,11.8251,42.5903,4704,2020-07-01
,Dominica,15.415,-61.371,18,2020-07-01
,Dominican Republic,18.7357,-70.1627,33387,2020-07-01
,Ecuador,-1.8312,-78.1834,58257,2020-07-01
,Egypt,26.820553000000004,30.802497999999996,69814,2020-07-01
,El Salvador,13.7942,-88.8965,6736,2020-07-01
,Equatorial Guinea,1.6508,10.2679,2001,2020-07-01
,Eritrea,15.1794,39.7823,203,2020-07-01
,Estonia,58.5953,25.0136,1989,2020-07-01
,Eswatini,-26.5225,31.4659,840,2020-07-01
,Ethiopia,9.145,40.4897,5846,2020-07-01
,Fiji,-17.7134,178.065,18,2020-07-01
,Finland,61.92411,25.748151,7236,2020-07-01
French Guiana,France,3.9339,-53.1258,4268,2020-07-01
French Polynesia,France,-17.6797,149.4068,62,2020-07-01
Guadeloupe,France,16.265,-61.551,182,2020-07-01
Martinique,France,14.6415,-61.0242,242,2020-07-01
Mayotte,France,-12.8275,45.166244,2643,2020-07-01
New Caledonia,France,-20.904304999999997,165.618042,21,2020-07-01
Reunion,France,-21.1151,55.5364,528,2020-07-01
Saint Barthelemy,France,17.9,-62.8333,6,2020-07-01
Saint Pierre and Miquelon,France,46.8852,-56.3159,1,2020-07-01
St Martin,France,18.0708,-63.0501,43,2020-07-01
,France,46.2276,2.2137,194985,2020-07-01
,Gabon,-0.8037,11.6094,5513,2020-07-01
,Gambia,13.4432,-15.3101,49,2020-07-01
,Georgia,42.3154,43.3569,931,2020-07-01
,Germany,51.165690999999995,10.451526,195893,2020-07-01
,Ghana,7.9465,-1.0232,18134,2020-07-01
,Greece,39.0742,21.8243,3432,2020-07-01
,Grenada,12.1165,-61.678999999999995,23,2020-07-01
,Guatemala,15.7835,-90.2308,19011,2020-07-01
,Guinea,9.9456,-9.6966,5404,2020-07-01
,Guinea-Bissau,11.8037,-15.1804,1654,2020-07-01
,Guyana,4.860416000000002,-58.93018000000001,248,2020-07-01
,Haiti,18.9712,-72.2852,6040,2020-07-01
,Holy See,41.9029,12.4534,12,2020-07-01
,Honduras,15.2,-86.2419,20262,2020-07-01
,Hungary,47.1625,19.5033,4157,2020-07-01
,Iceland,64.9631,-19.0208,1825,2020-07-01
,India,20.593684,78.96288,604641,2020-07-01
,Indonesia,-0.7893,113.9213,57770,2020-07-01
,Iran,32.427908,53.68804599999999,230211,2020-07-01
,Iraq,33.223191,43.679291,51524,2020-07-01
,Ireland,53.1424,-7.6921,25477,2020-07-01
,Israel,31.046051000000002,34.851612,26257,2020-07-01
,Italy,41.87194,12.56738,240760,2020-07-01
,Jamaica,18.1096,-77.2975,707,2020-07-01
,Japan,36.204824,138.252924,18838,2020-07-01
,Jordan,31.24,36.51,1133,2020-07-01
,Kazakhstan,48.0196,66.9237,41065,2020-07-01
,Kenya,-0.0236,37.9062,6673,2020-07-01
,"Korea, South",35.90775700000001,127.766922,12904,2020-07-01
,Kosovo,42.602636,20.902977,2878,2020-07-01
,Kuwait,29.311659999999996,47.481766,46940,2020-07-01
,Kyrgyzstan,41.20438,74.766098,6261,2020-07-01
,Laos,19.856270000000002,102.495496,19,2020-07-01
,Latvia,56.8796,24.6032,1121,2020-07-01
,Lebanon,33.8547,35.8623,1788,2020-07-01
,Lesotho,-29.61,28.2336,35,2020-07-01
,Liberia,6.4280550000000005,-9.429499,804,2020-07-01
,Libya,26.3351,17.228331,874,2020-07-01
,Liechtenstein,47.14,9.55,82,2020-07-01
,Lithuania,55.1694,23.8813,1818,2020-07-01
,Luxembourg,49.8153,6.1296,4345,2020-07-01
,MS Zaandam,0.0,0.0,9,2020-07-01
,Madagascar,-18.766947000000002,46.869107,2303,2020-07-01
,Malawi,-13.2543,34.3015,1265,2020-07-01
,Malaysia,4.210483999999999,101.97576600000001,8640,2020-07-01
,Maldives,3.2028,73.2207,2382,2020-07-01
,Mali,17.570692,-3.996166000000001,2202,2020-07-01
,Malta,35.9375,14.3754,671,2020-07-01
,Mauritania,21.0079,-10.9408,4472,2020-07-01
,Mauritius,-20.348404000000002,57.552152,341,2020-07-01
,Mexico,23.6345,-102.5528,231770,2020-07-01
,Moldova,47.4116,28.3699,16898,2020-07-01
,Monaco,43.7333,7.4167,103,2020-07-01
,Mongolia,46.8625,103.8467,220,2020-07-01
,Montenegro,42.708678000000006,19.37439,576,2020-07-01
,Morocco,31.7917,-7.0926,12636,2020-07-01
,Mozambique,-18.665695,35.529562,903,2020-07-01
,Namibia,-22.9576,18.4904,285,2020-07-01
,Nepal,28.1667,84.25,14046,2020-07-01
Aruba,Netherlands,12.5211,-69.9683,103,2020-07-01
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,7,2020-07-01
Curacao,Netherlands,12.1696,-68.99,23,2020-07-01
Sint Maarten,Netherlands,18.0425,-63.0548,77,2020-07-01
,Netherlands,52.1326,5.2913,50335,2020-07-01
,New Zealand,-40.9006,174.886,1530,2020-07-01
,Nicaragua,12.865416,-85.207229,2519,2020-07-01
,Niger,17.607789,8.081666,1075,2020-07-01
,Nigeria,9.082,8.6753,26484,2020-07-01
,North Macedonia,41.6086,21.7453,6454,2020-07-01
,Norway,60.472,8.4689,8896,2020-07-01
,Oman,21.512583,55.92325500000001,41194,2020-07-01
,Pakistan,30.3753,69.3451,217809,2020-07-01
,Panama,8.538,-80.7821,34463,2020-07-01
,Papua New Guinea,-6.314993,143.95555,11,2020-07-01
,Paraguay,-23.4425,-58.4438,2260,2020-07-01
,Peru,-9.19,-75.0152,288477,2020-07-01
,Philippines,12.879721,121.77401699999999,38511,2020-07-01
,Poland,51.9194,19.1451,34775,2020-07-01
,Portugal,39.3999,-8.2245,42454,2020-07-01
,Qatar,25.3548,51.1839,97003,2020-07-01
,Romania,45.9432,24.9668,27296,2020-07-01
,Russia,61.52401,105.31875600000001,653479,2020-07-01
,Rwanda,-1.9403,29.8739,1042,2020-07-01
,Saint Kitts and Nevis,17.357822,-62.782998,15,2020-07-01
,Saint Lucia,13.9094,-60.9789,19,2020-07-01
,Saint Vincent and the Grenadines,12.9843,-61.2872,29,2020-07-01
,San Marino,43.9424,12.4578,698,2020-07-01
,Sao Tome and Principe,0.1864,6.6131,715,2020-07-01
,Saudi Arabia,23.885942,45.079162,194225,2020-07-01
,Senegal,14.4974,-14.4524,6925,2020-07-01
,Serbia,44.0165,21.0059,14836,2020-07-01
,Seychelles,-4.6796,55.492,81,2020-07-01
,Sierra Leone,8.460555000000001,-11.779889,1498,2020-07-01
,Singapore,1.2833,103.8333,44122,2020-07-01
,Slovakia,48.669,19.699,1687,2020-07-01
,Slovenia,46.1512,14.9955,1613,2020-07-01
,Solomon Islands,-9.6457,160.1562,0,2020-07-01
