Province/State,Country/Region,Lat,Long,Date,Deaths
,Sri Lanka,7.873054,80.77179699999999,5/18/20,9
,Sudan,12.8628,30.2176,5/18/20,105
,Suriname,3.9193,-56.0278,5/18/20,1
,Sweden,60.128161,18.643501,5/18/20,4096
,Switzerland,46.8182,8.2275,5/18/20,1886
,Syria,34.802075,38.996815000000005,5/18/20,3
,Taiwan*,23.7,121.0,5/18/20,7
,Tajikistan,38.861,71.2761,5/18/20,41
,Tanzania,-6.369028,34.888822,5/18/20,21
,Thailand,15.870032,100.992541,5/18/20,56
,Timor-Leste,-8.874217,125.727539,5/18/20,0
,Togo,8.6195,0.8248,5/18/20,12
,Trinidad and Tobago,10.6918,-61.2225,5/18/20,8
,Tunisia,33.886917,9.537499,5/18/20,46
,Turkey,38.9637,35.2433,5/18/20,4171
,US,40.0,-100.0,5/18/20,93669
,Uganda,1.373333,32.290275,5/18/20,0
,Ukraine,48.3794,31.1656,5/18/20,535
,United Arab Emirates,23.424076,53.847818000000004,5/18/20,224
Anguilla,United Kingdom,18.2206,-63.0686,5/18/20,0
Bermuda,United Kingdom,32.3078,-64.7505,5/18/20,9
British Virgin Islands,United Kingdom,18.4207,-64.64,5/18/20,1
Cayman Islands,United Kingdom,19.3133,-81.2546,5/18/20,1
Channel Islands,United Kingdom,49.3723,-2.3644,5/18/20,43
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/18/20,0
Gibraltar,United Kingdom,36.1408,-5.3536,5/18/20,0
Isle of Man,United Kingdom,54.2361,-4.5481,5/18/20,24
Montserrat,United Kingdom,16.742498,-62.187366000000004,5/18/20,1
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,5/18/20,1
,United Kingdom,55.3781,-3.4360000000000004,5/18/20,33966
,Uruguay,-32.5228,-55.7658,5/18/20,20
,Uzbekistan,41.377491,64.585262,5/18/20,13
,Venezuela,6.4238,-66.5897,5/18/20,10
,Vietnam,14.058323999999999,108.277199,5/18/20,0
,West Bank and Gaza,31.9522,35.2332,5/18/20,2
,Western Sahara,24.2155,-12.8858,5/18/20,0
,Yemen,15.552726999999999,48.516388,5/18/20,20
,Zambia,-13.133897,27.849332,5/18/20,7
,Zimbabwe,-19.015438,29.154857,5/18/20,4
,Afghanistan,33.93911,67.709953,5/19/20,178
,Albania,41.1533,20.1683,5/19/20,31
,Algeria,28.0339,1.6596,5/19/20,561
,Andorra,42.5063,1.5218,5/19/20,51
,Angola,-11.2027,17.8739,5/19/20,3
,Antigua and Barbuda,17.0608,-61.7964,5/19/20,3
,Argentina,-38.4161,-63.6167,5/19/20,393
,Armenia,40.0691,45.0382,5/19/20,64
Australian Capital Territory,Australia,-35.4735,149.0124,5/19/20,3
New South Wales,Australia,-33.8688,151.2093,5/19/20,47
Northern Territory,Australia,-12.4634,130.8456,5/19/20,0
Queensland,Australia,-27.4698,153.0251,5/19/20,6
South Australia,Australia,-34.9285,138.6007,5/19/20,4
Tasmania,Australia,-42.8821,147.3272,5/19/20,13
Victoria,Australia,-37.8136,144.9631,5/19/20,18
Western Australia,Australia,-31.9505,115.8605,5/19/20,9
,Austria,47.5162,14.5501,5/19/20,632
,Azerbaijan,40.1431,47.5769,5/19/20,41
,Bahamas,25.025885,-78.035889,5/19/20,11
,Bahrain,26.0275,50.55,5/19/20,12
,Bangladesh,23.685,90.3563,5/19/20,370
,Barbados,13.1939,-59.5432,5/19/20,7
,Belarus,53.7098,27.9534,5/19/20,175
,Belgium,50.8333,4.469936,5/19/20,9108
,Belize,17.1899,-88.4976,5/19/20,2
,Benin,9.3077,2.3158,5/19/20,2
,Bhutan,27.5142,90.4336,5/19/20,0
,Bolivia,-16.2902,-63.5887,5/19/20,189
,Bosnia and Herzegovina,43.9159,17.6791,5/19/20,134
,Botswana,-22.3285,24.6849,5/19/20,1
,Brazil,-14.235,-51.9253,5/19/20,17983
,Brunei,4.5353,114.7277,5/19/20,1
,Bulgaria,42.7339,25.4858,5/19/20,112
,Burkina Faso,12.2383,-1.5616,5/19/20,51
,Burma,21.9162,95.956,5/19/20,6
,Burundi,-3.3731,29.9189,5/19/20,1
,Cabo Verde,16.5388,-23.0418,5/19/20,3
,Cambodia,11.55,104.9167,5/19/20,0
,Cameroon,3.8480000000000003,11.5021,5/19/20,140
Alberta,Canada,53.9333,-116.5765,5/19/20,128
British Columbia,Canada,53.7267,-127.6476,5/19/20,146
Diamond Princess,Canada,0.0,0.0,5/19/20,1
Grand Princess,Canada,0.0,0.0,5/19/20,0
Manitoba,Canada,53.7609,-98.8139,5/19/20,7
New Brunswick,Canada,46.5653,-66.4619,5/19/20,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/19/20,3
Northwest Territories,Canada,64.8255,-124.8457,5/19/20,0
Nova Scotia,Canada,44.681999999999995,-63.7443,5/19/20,56
Ontario,Canada,51.2538,-85.3232,5/19/20,2032
Prince Edward Island,Canada,46.5107,-63.4168,5/19/20,0
Quebec,Canada,52.9399,-73.5491,5/19/20,3648
Saskatchewan,Canada,52.9399,-106.4509,5/19/20,7
Yukon,Canada,64.2823,-135.0,5/19/20,0
,Central African Republic,6.6111,20.9394,5/19/20,0
,Chad,15.4542,18.7322,5/19/20,56
,Chile,-35.6751,-71.543,5/19/20,509
Anhui,China,31.8257,117.2264,5/19/20,6
Beijing,China,40.1824,116.4142,5/19/20,9
Chongqing,China,30.0572,107.874,5/19/20,6
Fujian,China,26.0789,117.9874,5/19/20,1
Gansu,China,35.7518,104.2861,5/19/20,2
Guangdong,China,23.3417,113.4244,5/19/20,8
Guangxi,China,23.8298,108.7881,5/19/20,2
Guizhou,China,26.8154,106.8748,5/19/20,2
Hainan,China,19.1959,109.7453,5/19/20,6
Hebei,China,39.549,116.1306,5/19/20,6
Heilongjiang,China,47.861999999999995,127.7615,5/19/20,13
Henan,China,37.8957,114.9042,5/19/20,22
Hong Kong,China,22.3,114.2,5/19/20,4
Hubei,China,30.9756,112.2707,5/19/20,4512
Hunan,China,27.6104,111.7088,5/19/20,4
Inner Mongolia,China,44.0935,113.9448,5/19/20,1
Jiangsu,China,32.9711,119.455,5/19/20,0
Jiangxi,China,27.614,115.7221,5/19/20,1
Jilin,China,43.6661,126.1923,5/19/20,2
Liaoning,China,41.2956,122.6085,5/19/20,2
Macau,China,22.1667,113.55,5/19/20,0
Ningxia,China,37.2692,106.1655,5/19/20,0
Qinghai,China,35.7452,95.9956,5/19/20,0
Shaanxi,China,35.1917,108.8701,5/19/20,3
Shandong,China,36.3427,118.1498,5/19/20,7
Shanghai,China,31.201999999999998,121.4491,5/19/20,7
Shanxi,China,37.5777,112.2922,5/19/20,0
Sichuan,China,30.6171,102.7103,5/19/20,3
Tianjin,China,39.3054,117.323,5/19/20,3
Tibet,China,31.6927,88.0924,5/19/20,0
Xinjiang,China,41.1129,85.2401,5/19/20,3
Yunnan,China,24.974,101.48700000000001,5/19/20,2
Zhejiang,China,29.1832,120.0934,5/19/20,1
,Colombia,4.5709,-74.2973,5/19/20,613
,Comoros,-11.6455,43.3333,5/19/20,1
,Congo (Brazzaville),-0.228,15.8277,5/19/20,15
,Congo (Kinshasa),-4.0383,21.7587,5/19/20,61
,Costa Rica,9.7489,-83.7534,5/19/20,10
,Cote d'Ivoire,7.54,-5.5471,5/19/20,28
,Croatia,45.1,15.2,5/19/20,96
,Cuba,21.521757,-77.78116700000001,5/19/20,79
,Cyprus,35.1264,33.4299,5/19/20,17
,Czechia,49.8175,15.472999999999999,5/19/20,302
Faroe Islands,Denmark,61.8926,-6.9118,5/19/20,0
Greenland,Denmark,71.7069,-42.6043,5/19/20,0
,Denmark,56.2639,9.5018,5/19/20,551
,Diamond Princess,0.0,0.0,5/19/20,13
,Djibouti,11.8251,42.5903,5/19/20,7
,Dominica,15.415,-61.371,5/19/20,0
,Dominican Republic,18.7357,-70.1627,5/19/20,441
,Ecuador,-1.8312,-78.1834,5/19/20,2839
,Egypt,26.820553000000004,30.802497999999996,5/19/20,659
,El Salvador,13.7942,-88.8965,5/19/20,30
,Equatorial Guinea,1.6508,10.2679,5/19/20,7
,Eritrea,15.1794,39.7823,5/19/20,0
,Estonia,58.5953,25.0136,5/19/20,64
,Eswatini,-26.5225,31.4659,5/19/20,2
,Ethiopia,9.145,40.4897,5/19/20,5
,Fiji,-17.7134,178.065,5/19/20,0
,Finland,61.92411,25.748151,5/19/20,301
French Guiana,France,3.9339,-53.1258,5/19/20,1
French Polynesia,France,-17.6797,149.4068,5/19/20,0
Guadeloupe,France,16.265,-61.551,5/19/20,13
Martinique,France,14.6415,-61.0242,5/19/20,14
Mayotte,France,-12.8275,45.166244,5/19/20,18
New Caledonia,France,-20.904304999999997,165.618042,5/19/20,0
Reunion,France,-21.1151,55.5364,5/19/20,0
Saint Barthelemy,France,17.9,-62.8333,5/19/20,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/19/20,0
St Martin,France,18.0708,-63.0501,5/19/20,3
,France,46.2276,2.2137,5/19/20,27976
,Gabon,-0.8037,11.6094,5/19/20,12
,Gambia,13.4432,-15.3101,5/19/20,1
,Georgia,42.3154,43.3569,5/19/20,12
,Germany,51.165690999999995,10.451526,5/19/20,8081
,Ghana,7.9465,-1.0232,5/19/20,31
,Greece,39.0742,21.8243,5/19/20,165
,Grenada,12.1165,-61.678999999999995,5/19/20,0
,Guatemala,15.7835,-90.2308,5/19/20,43
,Guinea,9.9456,-9.6966,5/19/20,18
,Guinea-Bissau,11.8037,-15.1804,5/19/20,6
,Guyana,4.860416000000001,-58.93018000000001,5/19/20,10
,Haiti,18.9712,-72.2852,5/19/20,21
,Holy See,41.9029,12.4534,5/19/20,0
,Honduras,15.2,-86.2419,5/19/20,147
,Hungary,47.1625,19.5033,5/19/20,467
,Iceland,64.9631,-19.0208,5/19/20,10
,India,20.593684,78.96288,5/19/20,3302
,Indonesia,-0.7893,113.9213,5/19/20,1221
,Iran,32.427908,53.68804599999999,5/19/20,7119
,Iraq,33.223191,43.679291,5/19/20,131
,Ireland,53.1424,-7.6921,5/19/20,1561
,Israel,31.046051000000002,34.851612,5/19/20,278
,Italy,41.87194,12.56738,5/19/20,32169
,Jamaica,18.1096,-77.2975,5/19/20,9
,Japan,36.204824,138.252924,5/19/20,805
,Jordan,31.24,36.51,5/19/20,9
,Kazakhstan,48.0196,66.9237,5/19/20,35
,Kenya,-0.0236,37.9062,5/19/20,50
,"Korea, South",35.907757000000004,127.766922,5/19/20,263
,Kosovo,42.602636,20.902977,5/19/20,29
,Kuwait,29.311659999999996,47.481766,5/19/20,121
,Kyrgyzstan,41.20438,74.766098,5/19/20,14
,Laos,19.856270000000002,102.495496,5/19/20,0
,Latvia,56.8796,24.6032,5/19/20,21
,Lebanon,33.8547,35.8623,5/19/20,26
,Lesotho,-29.61,28.2336,5/19/20,0
,Liberia,6.4280550000000005,-9.429499,5/19/20,23
,Libya,26.3351,17.228331,5/19/20,3
,Liechtenstein,47.14,9.55,5/19/20,1
,Lithuania,55.1694,23.8813,5/19/20,60
,Luxembourg,49.8153,6.1296,5/19/20,109
,MS Zaandam,0.0,0.0,5/19/20,2
,Madagascar,-18.766947000000002,46.869107,5/19/20,2
,Malawi,-13.2543,34.3015,5/19/20,3
,Malaysia,4.210483999999999,101.97576600000001,5/19/20,114
,Maldives,3.2028,73.2207,5/19/20,4
,Mali,17.570692,-3.9961660000000006,5/19/20,53
,Malta,35.9375,14.3754,5/19/20,6
,Mauritania,21.0079,-10.9408,5/19/20,4
,Mauritius,-20.348404000000002,57.552152,5/19/20,10
,Mexico,23.6345,-102.5528,5/19/20,5666
,Moldova,47.4116,28.3699,5/19/20,221
,Monaco,43.7333,7.4167,5/19/20,4
,Mongolia,46.8625,103.8467,5/19/20,0
,Montenegro,42.708678000000006,19.37439,5/19/20,9
,Morocco,31.7917,-7.0926,5/19/20,193
,Mozambique,-18.665695,35.529562,5/19/20,0
,Namibia,-22.9576,18.4904,5/19/20,0
,Nepal,28.1667,84.25,5/19/20,2
Aruba,Netherlands,12.5211,-69.9683,5/19/20,3
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,5/19/20,0
Curacao,Netherlands,12.1696,-68.99,5/19/20,1
Sint Maarten,Netherlands,18.0425,-63.0548,5/19/20,15
,Netherlands,52.1326,5.2913,5/19/20,5715
,New Zealand,-40.9006,174.886,5/19/20,21
,Nicaragua,12.865416,-85.207229,5/19/20,17
,Niger,17.607789,8.081666,5/19/20,55
,Nigeria,9.082,8.6753,5/19/20,192
,North Macedonia,41.6086,21.7453,5/19/20,106
,Norway,60.472,8.4689,5/19/20,233
,Oman,21.512583,55.923255000000005,5/19/20,27
,Pakistan,30.3753,69.3451,5/19/20,985
,Panama,8.538,-80.7821,5/19/20,281
,Papua New Guinea,-6.314993,143.95555,5/19/20,0
,Paraguay,-23.4425,-58.4438,5/19/20,11
,Peru,-9.19,-75.0152,5/19/20,2914
,Philippines,12.879721,121.77401699999999,5/19/20,837
,Poland,51.9194,19.1451,5/19/20,948
,Portugal,39.3999,-8.2245,5/19/20,1247
,Qatar,25.3548,51.1839,5/19/20,15
,Romania,45.9432,24.9668,5/19/20,1137
,Russia,61.52401,105.31875600000001,5/19/20,2837
,Rwanda,-1.9403,29.8739,5/19/20,0
,Saint Kitts and Nevis,17.357822,-62.782998,5/19/20,0
,Saint Lucia,13.9094,-60.9789,5/19/20,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/19/20,0
,San Marino,43.9424,12.4578,5/19/20,41
,Sao Tome and Principe,0.1864,6.6131,5/19/20,8
,Saudi Arabia,23.885942,45.079162,5/19/20,329
,Senegal,14.4974,-14.4524,5/19/20,30
,Serbia,44.0165,21.0059,5/19/20,234
,Seychelles,-4.6796,55.492,5/19/20,0
,Sierra Leone,8.460555000000001,-11.779889,5/19/20,33
,Singapore,1.2833,103.8333,5/19/20,22
,Slovakia,48.669,19.699,5/19/20,28
,Slovenia,46.1512,14.9955,5/19/20,104
,Solomon Islands,-9.6457,160.1562,5/19/20,0
,Somalia,5.152149,46.199616,5/19/20,59
,South Africa,-30.5595,22.9375,5/19/20,312
,South Sudan,6.877000000000001,31.307,5/19/20,4
,Spain,40.463667,-3.7492199999999998,5/19/20,27778
,Sri Lanka,7.873054,80.77179699999999,5/19/20,9
,Sudan,12.8628,30.2176,5/19/20,111
,Suriname,3.9193,-56.0278,5/19/20,1
,Sweden,60.128161,18.643501,5/19/20,4150
,Switzerland,46.8182,8.2275,5/19/20,1891
,Syria,34.802075,38.996815000000005,5/19/20,3
,Taiwan*,23.7,121.0,5/19/20,7
,Tajikistan,38.861,71.2761,5/19/20,41
,Tanzania,-6.369028,34.888822,5/19/20,21
,Thailand,15.870032,100.992541,5/19/20,56
,Timor-Leste,-8.874217,125.727539,5/19/20,0
,Togo,8.6195,0.8248,5/19/20,12
,Trinidad and Tobago,10.6918,-61.2225,5/19/20,8
,Tunisia,33.886917,9.537499,5/19/20,47
,Turkey,38.9637,35.2433,5/19/20,4199
,US,40.0,-100.0,5/19/20,95195
,Uganda,1.373333,32.290275,5/19/20,0
,Ukraine,48.3794,31.1656,5/19/20,548
,United Arab Emirates,23.424076,53.847818000000004,5/19/20,227
Anguilla,United Kingdom,18.2206,-63.0686,5/19/20,0
Bermuda,United Kingdom,32.3078,-64.7505,5/19/20,9
British Virgin Islands,United Kingdom,18.4207,-64.64,5/19/20,1
Cayman Islands,United Kingdom,19.3133,-81.2546,5/19/20,1
Channel Islands,United Kingdom,49.3723,-2.3644,5/19/20,44
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/19/20,0
Gibraltar,United Kingdom,36.1408,-5.3536,5/19/20,0
Isle of Man,United Kingdom,54.2361,-4.5481,5/19/20,24
Montserrat,United Kingdom,16.742498,-62.187366000000004,5/19/20,1
Turks and Caicos Islands,United Kingdom,21.694000000000003,-71.7979,5/19/20,1
,United Kingdom,55.3781,-3.4360000000000004,5/19/20,34466
,Uruguay,-32.5228,-55.7658,5/19/20,20
,Uzbekistan,41.377491,64.585262,5/19/20,13
,Venezuela,6.4238,-66.5897,5/19/20,10
,Vietnam,14.058323999999999,108.277199,5/19/20,0
,West Bank and Gaza,31.9522,35.2332,5/19/20,2
,Western Sahara,24.2155,-12.8858,5/19/20,0
,Yemen,15.552726999999999,48.516388,5/19/20,28
,Zambia,-13.133897,27.849332,5/19/20,7
,Zimbabwe,-19.015438,29.154857,5/19/20,4
,Afghanistan,33.93911,67.709953,5/20/20,187
,Albania,41.1533,20.1683,5/20/20,31
,Algeria,28.0339,1.6596,5/20/20,568
,Andorra,42.5063,1.5218,5/20/20,51
,Angola,-11.2027,17.8739,5/20/20,3
,Antigua and Barbuda,17.0608,-61.7964,5/20/20,3
,Argentina,-38.4161,-63.6167,5/20/20,403
,Armenia,40.0691,45.0382,5/20/20,67
Australian Capital Territory,Australia,-35.4735,149.0124,5/20/20,3
New South Wales,Australia,-33.8688,151.2093,5/20/20,47
Northern Territory,Australia,-12.4634,130.8456,5/20/20,0
Queensland,Australia,-27.4698,153.0251,5/20/20,6
South Australia,Australia,-34.9285,138.6007,5/20/20,4
Tasmania,Australia,-42.8821,147.3272,5/20/20,13
Victoria,Australia,-37.8136,144.9631,5/20/20,18
Western Australia,Australia,-31.9505,115.8605,5/20/20,9
,Austria,47.5162,14.5501,5/20/20,633
,Azerbaijan,40.1431,47.5769,5/20/20,43
,Bahamas,25.025885,-78.035889,5/20/20,11
,Bahrain,26.0275,50.55,5/20/20,12
,Bangladesh,23.685,90.3563,5/20/20,386
,Barbados,13.1939,-59.5432,5/20/20,7
,Belarus,53.7098,27.9534,5/20/20,179
,Belgium,50.8333,4.469936,5/20/20,9150
,Belize,17.1899,-88.4976,5/20/20,2
,Benin,9.3077,2.3158,5/20/20,2
,Bhutan,27.5142,90.4336,5/20/20,0
,Bolivia,-16.2902,-63.5887,5/20/20,199
,Bosnia and Herzegovina,43.9159,17.6791,5/20/20,136
,Botswana,-22.3285,24.6849,5/20/20,1
,Brazil,-14.235,-51.9253,5/20/20,18859
,Brunei,4.5353,114.7277,5/20/20,1
,Bulgaria,42.7339,25.4858,5/20/20,116
,Burkina Faso,12.2383,-1.5616,5/20/20,52
,Burma,21.9162,95.956,5/20/20,6
,Burundi,-3.3731,29.9189,5/20/20,1
,Cabo Verde,16.5388,-23.0418,5/20/20,3
,Cambodia,11.55,104.9167,5/20/20,0
,Cameroon,3.8480000000000003,11.5021,5/20/20,146
Alberta,Canada,53.9333,-116.5765,5/20/20,128
British Columbia,Canada,53.7267,-127.6476,5/20/20,149
Diamond Princess,Canada,0.0,0.0,5/20/20,1
Grand Princess,Canada,0.0,0.0,5/20/20,0
Manitoba,Canada,53.7609,-98.8139,5/20/20,7
New Brunswick,Canada,46.5653,-66.4619,5/20/20,0
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/20/20,3
Northwest Territories,Canada,64.8255,-124.8457,5/20/20,0
Nova Scotia,Canada,44.681999999999995,-63.7443,5/20/20,57
Ontario,Canada,51.2538,-85.3232,5/20/20,2079
Prince Edward Island,Canada,46.5107,-63.4168,5/20/20,0
Quebec,Canada,52.9399,-73.5491,5/20/20,3719
Saskatchewan,Canada,52.9399,-106.4509,5/20/20,7
Yukon,Canada,64.2823,-135.0,5/20/20,0
,Central African Republic,6.6111,20.9394,5/20/20,0
,Chad,15.4542,18.7322,5/20/20,57
,Chile,-35.6751,-71.543,5/20/20,544
Anhui,China,31.8257,117.2264,5/20/20,6
Beijing,China,40.1824,116.4142,5/20/20,9
Chongqing,China,30.0572,107.874,5/20/20,6
Fujian,China,26.0789,117.9874,5/20/20,1
Gansu,China,35.7518,104.2861,5/20/20,2
Guangdong,China,23.3417,113.4244,5/20/20,8
Guangxi,China,23.8298,108.7881,5/20/20,2
Guizhou,China,26.8154,106.8748,5/20/20,2
Hainan,China,19.1959,109.7453,5/20/20,6
Hebei,China,39.549,116.1306,5/20/20,6
Heilongjiang,China,47.861999999999995,127.7615,5/20/20,13
Henan,China,37.8957,114.9042,5/20/20,22
Hong Kong,China,22.3,114.2,5/20/20,4
Hubei,China,30.9756,112.2707,5/20/20,4512
Hunan,China,27.6104,111.7088,5/20/20,4
Inner Mongolia,China,44.0935,113.9448,5/20/20,1
Jiangsu,China,32.9711,119.455,5/20/20,0
Jiangxi,China,27.614,115.7221,5/20/20,1
Jilin,China,43.6661,126.1923,5/20/20,2
Liaoning,China,41.2956,122.6085,5/20/20,2
Macau,China,22.1667,113.55,5/20/20,0
Ningxia,China,37.2692,106.1655,5/20/20,0
Qinghai,China,35.7452,95.9956,5/20/20,0
Shaanxi,China,35.1917,108.8701,5/20/20,3
Shandong,China,36.3427,118.1498,5/20/20,7
Shanghai,China,31.201999999999998,121.4491,5/20/20,7
Shanxi,China,37.5777,112.2922,5/20/20,0
Sichuan,China,30.6171,102.7103,5/20/20,3
Tianjin,China,39.3054,117.323,5/20/20,3
Tibet,China,31.6927,88.0924,5/20/20,0
Xinjiang,China,41.1129,85.2401,5/20/20,3
Yunnan,China,24.974,101.48700000000001,5/20/20,2
Zhejiang,China,29.1832,120.0934,5/20/20,1
,Colombia,4.5709,-74.2973,5/20/20,630
,Comoros,-11.6455,43.3333,5/20/20,1
,Congo (Brazzaville),-0.228,15.8277,5/20/20,15
,Congo (Kinshasa),-4.0383,21.7587,5/20/20,61
,Costa Rica,9.7489,-83.7534,5/20/20,10
,Cote d'Ivoire,7.54,-5.5471,5/20/20,29
,Croatia,45.1,15.2,5/20/20,96
,Cuba,21.521757,-77.78116700000001,5/20/20,79
,Cyprus,35.1264,33.4299,5/20/20,17
,Czechia,49.8175,15.472999999999999,5/20/20,304
Faroe Islands,Denmark,61.8926,-6.9118,5/20/20,0
Greenland,Denmark,71.7069,-42.6043,5/20/20,0
,Denmark,56.2639,9.5018,5/20/20,554
,Diamond Princess,0.0,0.0,5/20/20,13
,Djibouti,11.8251,42.5903,5/20/20,9
,Dominica,15.415,-61.371,5/20/20,0
,Dominican Republic,18.7357,-70.1627,5/20/20,446
,Ecuador,-1.8312,-78.1834,5/20/20,2888
,Egypt,26.820553000000004,30.802497999999996,5/20/20,680
,El Salvador,13.7942,-88.8965,5/20/20,31
,Equatorial Guinea,1.6508,10.2679,5/20/20,7
,Eritrea,15.1794,39.7823,5/20/20,0
,Estonia,58.5953,25.0136,5/20/20,64
,Eswatini,-26.5225,31.4659,5/20/20,2
,Ethiopia,9.145,40.4897,5/20/20,5
,Fiji,-17.7134,178.065,5/20/20,0
,Finland,61.92411,25.748151,5/20/20,304
French Guiana,France,3.9339,-53.1258,5/20/20,1
French Polynesia,France,-17.6797,149.4068,5/20/20,0
Guadeloupe,France,16.265,-61.551,5/20/20,13
Martinique,France,14.6415,-61.0242,5/20/20,14
Mayotte,France,-12.8275,45.166244,5/20/20,19
New Caledonia,France,-20.904304999999997,165.618042,5/20/20,0
Reunion,France,-21.1151,55.5364,5/20/20,1
Saint Barthelemy,France,17.9,-62.8333,5/20/20,0
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/20/20,0
St Martin,France,18.0708,-63.0501,5/20/20,3
,France,46.2276,2.2137,5/20/20,28084
,Gabon,-0.8037,11.6094,5/20/20,12
,Gambia,13.4432,-15.3101,5/20/20,1
,Georgia,42.3154,43.3569,5/20/20,12
,Germany,51.165690999999995,10.451526,5/20/20,8144
,Ghana,7.9465,-1.0232,5/20/20,31
,Greece,39.0742,21.8243,5/20/20,166
,Grenada,12.1165,-61.678999999999995,5/20/20,0
,Guatemala,15.7835,-90.2308,5/20/20,45
,Guinea,9.9456,-9.6966,5/20/20,18
,Guinea-Bissau,11.8037,-15.1804,5/20/20,6
,Guyana,4.860416000000001,-58.93018000000001,5/20/20,10
,Haiti,18.9712,-72.2852,5/20/20,22
,Holy See,41.9029,12.4534,5/20/20,0
,Honduras,15.2,-86.2419,5/20/20,147
,Hungary,47.1625,19.5033,5/20/20,470
,Iceland,64.9631,-19.0208,5/20/20,10
,India,20.593684,78.96288,5/20/20,3434
,Indonesia,-0.7893,113.9213,5/20/20,1242
,Iran,32.427908,53.68804599999999,5/20/20,7183
,Iraq,33.223191,43.679291,5/20/20,134
,Ireland,53.1424,-7.6921,5/20/20,1571
,Israel,31.046051000000002,34.851612,5/20/20,279
,Italy,41.87194,12.56738,5/20/20,32330
,Jamaica,18.1096,-77.2975,5/20/20,9
,Japan,36.204824,138.252924,5/20/20,818
,Jordan,31.24,36.51,5/20/20,9
,Kazakhstan,48.0196,66.9237,5/20/20,35
,Kenya,-0.0236,37.9062,5/20/20,50
,"Korea, South",35.907757000000004,127.766922,5/20/20,264
,Kosovo,42.602636,20.902977,5/20/20,29
,Kuwait,29.311659999999996,47.481766,5/20/20,124
,Kyrgyzstan,41.20438,74.766098,5/20/20,14
,Laos,19.856270000000002,102.495496,5/20/20,0
,Latvia,56.8796,24.6032,5/20/20,21
,Lebanon,33.8547,35.8623,5/20/20,26
,Lesotho,-29.61,28.2336,5/20/20,0
,Liberia,6.4280550000000005,-9.429499,5/20/20,23
,Libya,26.3351,17.228331,5/20/20,3
,Liechtenstein,47.14,9.55,5/20/20,1
,Lithuania,55.1694,23.8813,5/20/20,60
,Luxembourg,49.8153,6.1296,5/20/20,109
,MS Zaandam,0.0,0.0,5/20/20,2
,Madagascar,-18.766947000000002,46.869107,5/20/20,2
,Malawi,-13.2543,34.3015,5/20/20,3
,Malaysia,4.210483999999999,101.97576600000001,5/20/20,114
,Maldives,3.2028,73.2207,5/20/20,4
,Mali,17.570692,-3.9961660000000006,5/20/20,55
,Malta,35.9375,14.3754,5/20/20,6
,Mauritania,21.0079,-10.9408,5/20/20,4
,Mauritius,-20.348404000000002,57.552152,5/20/20,10
,Mexico,23.6345,-102.5528,5/20/20,6090
,Moldova,47.4116,28.3699,5/20/20,228
,Monaco,43.7333,7.4167,5/20/20,4
,Mongolia,46.8625,103.8467,5/20/20,0
,Montenegro,42.708678000000006,19.37439,5/20/20,9
,Morocco,31.7917,-7.0926,5/20/20,194
,Mozambique,-18.665695,35.529562,5/20/20,0
,Namibia,-22.9576,18.4904,5/20/20,0
,Nepal,28.1667,84.25,5/20/20,2
Aruba,Netherlands,12.5211,-69.9683,5/20/20,3
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,5/20/20,0
Curacao,Netherlands,12.1696,-68.99,5/20/20,1
Sint Maarten,Netherlands,18.0425,-63.0548,5/20/20,15
,Netherlands,52.1326,5.2913,5/20/20,5748
,New Zealand,-40.9006,174.886,5/20/20,21
,Nicaragua,12.865416,-85.207229,5/20/20,17
,Niger,17.607789,8.081666,5/20/20,58
,Nigeria,9.082,8.6753,5/20/20,200
,North Macedonia,41.6086,21.7453,5/20/20,110
,Norway,60.472,8.4689,5/20/20,234
,Oman,21.512583,55.923255000000005,5/20/20,30
,Pakistan,30.3753,69.3451,5/20/20,1017
,Panama,8.538,-80.7821,5/20/20,287
,Papua New Guinea,-6.314993,143.95555,5/20/20,0
,Paraguay,-23.4425,-58.4438,5/20/20,11
,Peru,-9.19,-75.0152,5/20/20,3024
,Philippines,12.879721,121.77401699999999,5/20/20,842
,Poland,51.9194,19.1451,5/20/20,962
,Portugal,39.3999,-8.2245,5/20/20,1263
,Qatar,25.3548,51.1839,5/20/20,16
,Romania,45.9432,24.9668,5/20/20,1147
,Russia,61.52401,105.31875600000001,5/20/20,2972
,Rwanda,-1.9403,29.8739,5/20/20,0
,Saint Kitts and Nevis,17.357822,-62.782998,5/20/20,0
,Saint Lucia,13.9094,-60.9789,5/20/20,0
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/20/20,0
,San Marino,43.9424,12.4578,5/20/20,41
,Sao Tome and Principe,0.1864,6.6131,5/20/20,8
