Province/State,Country/Region,Lat,Long,Recoveries,Date
French Polynesia,France,-17.6797,149.4068,2019,2020-10-10
Guadeloupe,France,16.265,-61.551,2199,2020-10-10
Martinique,France,14.6415,-61.0242,98,2020-10-10
Mayotte,France,-12.8275,45.166244,2964,2020-10-10
New Caledonia,France,-20.904304999999997,165.618042,27,2020-10-10
Reunion,France,-21.1151,55.5364,3994,2020-10-10
Saint Barthelemy,France,17.9,-62.8333,37,2020-10-10
Saint Pierre and Miquelon,France,46.8852,-56.3159,12,2020-10-10
St Martin,France,18.0708,-63.0501,309,2020-10-10
,France,46.2276,2.2137,81739,2020-10-10
,Gabon,-0.8037,11.6094,8189,2020-10-10
,Gambia,13.4432,-15.3101,2540,2020-10-10
,Georgia,42.3154,43.3569,6119,2020-10-10
,Germany,51.165690999999995,10.451526,274934,2020-10-10
,Ghana,7.9465,-1.0232,46398,2020-10-10
,Greece,39.0742,21.8243,1347,2020-10-10
,Grenada,12.1165,-61.678999999999995,24,2020-10-10
,Guatemala,15.7835,-90.2308,86046,2020-10-10
,Guinea,9.9456,-9.6966,10304,2020-10-10
,Guinea-Bissau,11.8037,-15.1804,1728,2020-10-10
,Guyana,4.860416000000002,-58.93018000000001,2304,2020-10-10
,Haiti,18.9712,-72.2852,7104,2020-10-10
,Holy See,41.9029,12.4534,12,2020-10-10
,Honduras,15.2,-86.2419,31931,2020-10-10
,Hungary,47.1625,19.5033,9683,2020-10-10
,Iceland,64.9631,-19.0208,2466,2020-10-10
,India,20.593684,78.96288,6077976,2020-10-10
,Indonesia,-0.7893,113.9213,251481,2020-10-10
,Iran,32.427908,53.68804599999999,403950,2020-10-10
,Iraq,33.223191,43.679291,332330,2020-10-10
,Ireland,53.1424,-7.6921,23364,2020-10-10
,Israel,31.046051000000002,34.851612,225725,2020-10-10
,Italy,41.87194,12.56738,238525,2020-10-10
,Jamaica,18.1096,-77.2975,3142,2020-10-10
,Japan,36.204824,138.252924,80798,2020-10-10
,Jordan,31.24,36.51,6045,2020-10-10
,Kazakhstan,48.0196,66.9237,103980,2020-10-10
,Kenya,-0.0236,37.9062,31876,2020-10-10
,"Korea, South",35.90775700000001,127.766922,22693,2020-10-10
,Kosovo,42.602636,20.902977,14282,2020-10-10
,Kuwait,29.311659999999996,47.481766,102722,2020-10-10
,Kyrgyzstan,41.20438,74.766098,44227,2020-10-10
,Laos,19.856270000000002,102.495496,22,2020-10-10
,Latvia,56.8796,24.6032,1322,2020-10-10
,Lebanon,33.8547,35.8623,22719,2020-10-10
,Lesotho,-29.61,28.2336,926,2020-10-10
,Liberia,6.4280550000000005,-9.429499,1245,2020-10-10
,Libya,26.3351,17.228331,23791,2020-10-10
,Liechtenstein,47.14,9.55,117,2020-10-10
,Lithuania,55.1694,23.8813,2751,2020-10-10
,Luxembourg,49.8153,6.1296,7900,2020-10-10
,MS Zaandam,0.0,0.0,0,2020-10-10
,Madagascar,-18.766947000000002,46.869107,16012,2020-10-10
,Malawi,-13.2543,34.3015,4644,2020-10-10
,Malaysia,4.210483999999999,101.97576600000001,10780,2020-10-10
,Maldives,3.2028,73.2207,9683,2020-10-10
,Mali,17.570692,-3.996166000000001,2525,2020-10-10
,Malta,35.9375,14.3754,2937,2020-10-10
,Mauritania,21.0079,-10.9408,7266,2020-10-10
,Mauritius,-20.348404000000002,57.552152,358,2020-10-10
,Mexico,23.6345,-102.5528,689377,2020-10-10
,Moldova,47.4116,28.3699,43982,2020-10-10
,Monaco,43.7333,7.4167,209,2020-10-10
,Mongolia,46.8625,103.8467,310,2020-10-10
,Montenegro,42.708678000000006,19.37439,9429,2020-10-10
,Morocco,31.7917,-7.0926,124854,2020-10-10
,Mozambique,-18.6657,35.5296,7203,2020-10-10
,Namibia,-22.9576,18.4904,9807,2020-10-10
,Nepal,28.1667,84.25,74252,2020-10-10
Aruba,Netherlands,12.5211,-69.9683,3753,2020-10-10
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,78,2020-10-10
Curacao,Netherlands,12.1696,-68.99,308,2020-10-10
Sint Maarten,Netherlands,18.0425,-63.0548,622,2020-10-10
,Netherlands,52.1326,5.2913,0,2020-10-10
,New Zealand,-40.9006,174.886,1801,2020-10-10
,Nicaragua,12.865416,-85.207229,4225,2020-10-10
,Niger,17.607789,8.081666,1123,2020-10-10
,Nigeria,9.082,8.6753,51711,2020-10-10
,North Macedonia,41.6086,21.7453,16099,2020-10-10
,Norway,60.472,8.4689,11863,2020-10-10
,Oman,21.512583,55.92325500000001,91731,2020-10-10
,Pakistan,30.3753,69.3451,303458,2020-10-10
,Panama,8.538,-80.7821,95552,2020-10-10
,Papua New Guinea,-6.314993,143.95555,532,2020-10-10
,Paraguay,-23.4425,-58.4438,31351,2020-10-10
,Peru,-9.19,-75.0152,733000,2020-10-10
,Philippines,12.879721,121.77401699999999,276094,2020-10-10
,Poland,51.9194,19.1451,78982,2020-10-10
,Portugal,39.3999,-8.2245,52803,2020-10-10
,Qatar,25.3548,51.1839,124767,2020-10-10
,Romania,45.9432,24.9668,116628,2020-10-10
,Russia,61.52401,105.31875600000001,1011911,2020-10-10
,Rwanda,-1.9403,29.8739,3566,2020-10-10
,Saint Kitts and Nevis,17.357822,-62.782998,18,2020-10-10
,Saint Lucia,13.9094,-60.9789,27,2020-10-10
,Saint Vincent and the Grenadines,12.9843,-61.2872,64,2020-10-10
,San Marino,43.9424,12.4578,682,2020-10-10
,Sao Tome and Principe,0.1864,6.6131,890,2020-10-10
,Saudi Arabia,23.885942,45.079162,324737,2020-10-10
,Senegal,14.4974,-14.4524,13198,2020-10-10
,Serbia,44.0165,21.0059,0,2020-10-10
,Seychelles,-4.6796,55.492,144,2020-10-10
,Sierra Leone,8.460555000000001,-11.779889,1725,2020-10-10
,Singapore,1.2833,103.8333,57698,2020-10-10
,Slovakia,48.669,19.699,5553,2020-10-10
,Slovenia,46.1512,14.9955,5024,2020-10-10
,Solomon Islands,-9.6457,160.1562,0,2020-10-10
,Somalia,5.152149,46.199616,3079,2020-10-10
,South Africa,-30.5595,22.9375,622153,2020-10-10
,South Sudan,6.8770000000000024,31.307,1290,2020-10-10
,Spain,40.463667,-3.7492199999999998,150376,2020-10-10
,Sri Lanka,7.873054,80.77179699999998,3306,2020-10-10
,Sudan,12.8628,30.2176,6764,2020-10-10
,Suriname,3.9193,-56.0278,4830,2020-10-10
,Sweden,60.128161,18.643501,0,2020-10-10
,Switzerland,46.8182,8.2275,48400,2020-10-10
,Syria,34.8021,38.9968,1271,2020-10-10
,Taiwan*,23.7,121.0,488,2020-10-10
,Tajikistan,38.861,71.2761,9006,2020-10-10
,Tanzania,-6.369028,34.888822,183,2020-10-10
,Thailand,15.870032,100.992541,3451,2020-10-10
,Timor-Leste,-8.8742,125.7275,28,2020-10-10
,Togo,8.6195,0.8248,1444,2020-10-10
,Trinidad and Tobago,10.6918,-61.2225,3221,2020-10-10
,Tunisia,33.886917,9.537499,5032,2020-10-10
,Turkey,38.9637,35.2433,293145,2020-10-10
,US,40.0,-100.0,3062983,2020-10-10
,Uganda,1.373333,32.290275,6022,2020-10-10
,Ukraine,48.3794,31.1656,116861,2020-10-10
,United Arab Emirates,23.424076,53.847818000000004,95973,2020-10-10
Anguilla,United Kingdom,18.2206,-63.0686,3,2020-10-10
Bermuda,United Kingdom,32.3078,-64.7505,170,2020-10-10
British Virgin Islands,United Kingdom,18.4207,-64.64,70,2020-10-10
Cayman Islands,United Kingdom,19.3133,-81.2546,211,2020-10-10
Channel Islands,United Kingdom,49.3723,-2.3644,623,2020-10-10
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,2020-10-10
Gibraltar,United Kingdom,36.1408,-5.3536,405,2020-10-10
Isle of Man,United Kingdom,54.2361,-4.5481,316,2020-10-10
Montserrat,United Kingdom,16.742498,-62.187366000000004,12,2020-10-10
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,672,2020-10-10
,United Kingdom,55.3781,-3.4360000000000004,0,2020-10-10
,Uruguay,-32.5228,-55.7658,1930,2020-10-10
,Uzbekistan,41.377491,64.585262,57704,2020-10-10
,Venezuela,6.4238,-66.5897,73919,2020-10-10
,Vietnam,14.058323999999999,108.277199,1024,2020-10-10
,West Bank and Gaza,31.9522,35.2332,37240,2020-10-10
,Western Sahara,24.2155,-12.8858,8,2020-10-10
,Yemen,15.552726999999999,48.516388,1329,2020-10-10
,Zambia,-13.133897,27.849332,14541,2020-10-10
,Zimbabwe,-19.015438,29.154857,6492,2020-10-10
,Afghanistan,33.93911,67.709953,33114,2020-10-11
,Albania,41.1533,20.1683,9500,2020-10-11
,Algeria,28.0339,1.6596,37170,2020-10-11
,Andorra,42.5063,1.5218,1814,2020-10-11
,Angola,-11.2027,17.8739,2743,2020-10-11
,Antigua and Barbuda,17.0608,-61.7964,97,2020-10-11
,Argentina,-38.4161,-63.6167,721380,2020-10-11
,Armenia,40.0691,45.0382,45824,2020-10-11
Australian Capital Territory,Australia,-35.4735,149.0124,110,2020-10-11
New South Wales,Australia,-33.8688,151.2093,3134,2020-10-11
Northern Territory,Australia,-12.4634,130.8456,33,2020-10-11
Queensland,Australia,-27.4698,153.0251,1152,2020-10-11
South Australia,Australia,-34.9285,138.6007,466,2020-10-11
Tasmania,Australia,-42.8821,147.3272,217,2020-10-11
Victoria,Australia,-37.8136,144.9631,19218,2020-10-11
Western Australia,Australia,-31.9505,115.8605,670,2020-10-11
,Austria,47.5162,14.5501,43448,2020-10-11
,Azerbaijan,40.1431,47.5769,39357,2020-10-11
,Bahamas,25.025885,-78.035889,2900,2020-10-11
,Bahrain,26.0275,50.55,71249,2020-10-11
,Bangladesh,23.685,90.3563,292860,2020-10-11
,Barbados,13.1939,-59.5432,186,2020-10-11
,Belarus,53.7098,27.9534,77220,2020-10-11
,Belgium,50.8333,4.469936,20272,2020-10-11
,Belize,17.1899,-88.4976,1548,2020-10-11
,Benin,9.3077,2.3158,1973,2020-10-11
,Bhutan,27.5142,90.4336,288,2020-10-11
,Bolivia,-16.2902,-63.5887,101103,2020-10-11
,Bosnia and Herzegovina,43.9159,17.6791,23461,2020-10-11
,Botswana,-22.3285,24.6849,834,2020-10-11
,Brazil,-14.235,-51.9253,4526393,2020-10-11
,Brunei,4.5353,114.7277,143,2020-10-11
,Bulgaria,42.7339,25.4858,15847,2020-10-11
,Burkina Faso,12.2383,-1.5616,1542,2020-10-11
,Burma,21.9162,95.956,9742,2020-10-11
,Burundi,-3.3731,29.9189,472,2020-10-11
,Cabo Verde,16.5388,-23.0418,5981,2020-10-11
,Cambodia,11.55,104.9167,278,2020-10-11
,Cameroon,3.8480000000000003,11.5021,20117,2020-10-11
,Canada,56.1304,-106.3468,155901,2020-10-11
,Central African Republic,6.6111,20.9394,1924,2020-10-11
,Chad,15.4542,18.7322,1115,2020-10-11
,Chile,-35.6751,-71.543,453352,2020-10-11
Anhui,China,31.8257,117.2264,985,2020-10-11
Beijing,China,40.1824,116.4142,927,2020-10-11
Chongqing,China,30.0572,107.874,578,2020-10-11
Fujian,China,26.0789,117.9874,400,2020-10-11
Gansu,China,35.7518,104.2861,168,2020-10-11
Guangdong,China,23.3417,113.4244,1823,2020-10-11
Guangxi,China,23.8298,108.7881,256,2020-10-11
Guizhou,China,26.8154,106.8748,145,2020-10-11
Hainan,China,19.1959,109.7453,165,2020-10-11
Hebei,China,37.8957,114.9042,358,2020-10-11
Heilongjiang,China,47.861999999999995,127.7615,935,2020-10-11
Henan,China,33.882,113.61399999999999,1255,2020-10-11
Hong Kong,China,22.3,114.2,4919,2020-10-11
Hubei,China,30.9756,112.2707,63627,2020-10-11
Hunan,China,27.6104,111.7088,1015,2020-10-11
Inner Mongolia,China,44.0935,113.9448,262,2020-10-11
Jiangsu,China,32.9711,119.455,664,2020-10-11
Jiangxi,China,27.614,115.7221,934,2020-10-11
Jilin,China,43.6661,126.1923,155,2020-10-11
Liaoning,China,41.2956,122.6085,269,2020-10-11
Macau,China,22.1667,113.55,46,2020-10-11
Ningxia,China,37.2692,106.1655,75,2020-10-11
Qinghai,China,35.7452,95.9956,18,2020-10-11
Shaanxi,China,35.1917,108.8701,397,2020-10-11
Shandong,China,36.3427,118.1498,824,2020-10-11
Shanghai,China,31.201999999999998,121.4491,981,2020-10-11
Shanxi,China,37.5777,112.2922,203,2020-10-11
Sichuan,China,30.6171,102.7103,676,2020-10-11
Tianjin,China,39.3054,117.323,237,2020-10-11
Tibet,China,31.6927,88.0924,1,2020-10-11
Xinjiang,China,41.1129,85.2401,899,2020-10-11
Yunnan,China,24.974,101.48700000000001,200,2020-10-11
Zhejiang,China,29.1832,120.0934,1272,2020-10-11
,Colombia,4.5709,-74.2973,789787,2020-10-11
,Comoros,-11.6455,43.3333,475,2020-10-11
,Congo (Brazzaville),-0.228,15.8277,3887,2020-10-11
,Congo (Kinshasa),-4.0383,21.7587,10242,2020-10-11
,Costa Rica,9.7489,-83.7534,52669,2020-10-11
,Cote d'Ivoire,7.54,-5.5471,19798,2020-10-11
,Croatia,45.1,15.2,17298,2020-10-11
,Cuba,21.521757,-77.78116700000002,5540,2020-10-11
,Cyprus,35.1264,33.4299,1444,2020-10-11
,Czechia,49.8175,15.472999999999999,54980,2020-10-11
Faroe Islands,Denmark,61.8926,-6.9118,461,2020-10-11
Greenland,Denmark,71.7069,-42.6043,14,2020-10-11
,Denmark,56.2639,9.5018,26380,2020-10-11
,Diamond Princess,0.0,0.0,659,2020-10-11
,Djibouti,11.8251,42.5903,5355,2020-10-11
,Dominica,15.415,-61.371,24,2020-10-11
,Dominican Republic,18.7357,-70.1627,94084,2020-10-11
,Ecuador,-1.8312,-78.1834,128134,2020-10-11
,Egypt,26.820553000000004,30.802497999999996,97688,2020-10-11
,El Salvador,13.7942,-88.8965,25438,2020-10-11
,Equatorial Guinea,1.6508,10.2679,4894,2020-10-11
,Eritrea,15.1794,39.7823,372,2020-10-11
,Estonia,58.5953,25.0136,2958,2020-10-11
,Eswatini,-26.5225,31.4659,5310,2020-10-11
,Ethiopia,9.145,40.4897,38316,2020-10-11
,Fiji,-17.7134,178.065,28,2020-10-11
,Finland,61.92411,25.748151,8500,2020-10-11
French Guiana,France,3.9339,-53.1258,9834,2020-10-11
French Polynesia,France,-17.6797,149.4068,2019,2020-10-11
Guadeloupe,France,16.265,-61.551,2199,2020-10-11
Martinique,France,14.6415,-61.0242,98,2020-10-11
Mayotte,France,-12.8275,45.166244,2964,2020-10-11
New Caledonia,France,-20.904304999999997,165.618042,27,2020-10-11
Reunion,France,-21.1151,55.5364,3994,2020-10-11
Saint Barthelemy,France,17.9,-62.8333,37,2020-10-11
Saint Pierre and Miquelon,France,46.8852,-56.3159,12,2020-10-11
St Martin,France,18.0708,-63.0501,309,2020-10-11
,France,46.2276,2.2137,81739,2020-10-11
,Gabon,-0.8037,11.6094,8189,2020-10-11
,Gambia,13.4432,-15.3101,2543,2020-10-11
,Georgia,42.3154,43.3569,6327,2020-10-11
,Germany,51.165690999999995,10.451526,276983,2020-10-11
,Ghana,7.9465,-1.0232,46398,2020-10-11
,Greece,39.0742,21.8243,1347,2020-10-11
,Grenada,12.1165,-61.678999999999995,24,2020-10-11
,Guatemala,15.7835,-90.2308,86582,2020-10-11
,Guinea,9.9456,-9.6966,10324,2020-10-11
,Guinea-Bissau,11.8037,-15.1804,1728,2020-10-11
,Guyana,4.860416000000002,-58.93018000000001,2318,2020-10-11
,Haiti,18.9712,-72.2852,7104,2020-10-11
,Holy See,41.9029,12.4534,12,2020-10-11
,Honduras,15.2,-86.2419,32012,2020-10-11
,Hungary,47.1625,19.5033,10848,2020-10-11
,Iceland,64.9631,-19.0208,2499,2020-10-11
,India,20.593684,78.96288,6149535,2020-10-11
,Indonesia,-0.7893,113.9213,255027,2020-10-11
,Iran,32.427908,53.68804599999999,406389,2020-10-11
,Iraq,33.223191,43.679291,336157,2020-10-11
,Ireland,53.1424,-7.6921,23364,2020-10-11
,Israel,31.046051000000002,34.851612,228658,2020-10-11
,Italy,41.87194,12.56738,239709,2020-10-11
,Jamaica,18.1096,-77.2975,3162,2020-10-11
,Japan,36.204824,138.252924,81266,2020-10-11
,Jordan,31.24,36.51,6101,2020-10-11
,Kazakhstan,48.0196,66.9237,104041,2020-10-11
,Kenya,-0.0236,37.9062,32000,2020-10-11
,"Korea, South",35.90775700000001,127.766922,22729,2020-10-11
,Kosovo,42.602636,20.902977,14335,2020-10-11
,Kuwait,29.311659999999996,47.481766,103268,2020-10-11
,Kyrgyzstan,41.20438,74.766098,44227,2020-10-11
,Laos,19.856270000000002,102.495496,22,2020-10-11
,Latvia,56.8796,24.6032,1322,2020-10-11
,Lebanon,33.8547,35.8623,23501,2020-10-11
,Lesotho,-29.61,28.2336,961,2020-10-11
,Liberia,6.4280550000000005,-9.429499,1245,2020-10-11
,Libya,26.3351,17.228331,24038,2020-10-11
,Liechtenstein,47.14,9.55,121,2020-10-11
,Lithuania,55.1694,23.8813,2777,2020-10-11
,Luxembourg,49.8153,6.1296,7900,2020-10-11
,MS Zaandam,0.0,0.0,0,2020-10-11
,Madagascar,-18.766947000000002,46.869107,16042,2020-10-11
,Malawi,-13.2543,34.3015,4647,2020-10-11
,Malaysia,4.210483999999999,101.97576600000001,10913,2020-10-11
,Maldives,3.2028,73.2207,9742,2020-10-11
,Mali,17.570692,-3.996166000000001,2527,2020-10-11
,Malta,35.9375,14.3754,2967,2020-10-11
,Mauritania,21.0079,-10.9408,7274,2020-10-11
,Mauritius,-20.348404000000002,57.552152,358,2020-10-11
,Mexico,23.6345,-102.5528,694214,2020-10-11
,Moldova,47.4116,28.3699,44357,2020-10-11
,Monaco,43.7333,7.4167,209,2020-10-11
,Mongolia,46.8625,103.8467,310,2020-10-11
,Montenegro,42.708678000000006,19.37439,9620,2020-10-11
,Morocco,31.7917,-7.0926,127407,2020-10-11
,Mozambique,-18.6657,35.5296,7338,2020-10-11
,Namibia,-22.9576,18.4904,9817,2020-10-11
,Nepal,28.1667,84.25,75804,2020-10-11
Aruba,Netherlands,12.5211,-69.9683,3768,2020-10-11
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,78,2020-10-11
Curacao,Netherlands,12.1696,-68.99,315,2020-10-11
Sint Maarten,Netherlands,18.0425,-63.0548,622,2020-10-11
,Netherlands,52.1326,5.2913,0,2020-10-11
,New Zealand,-40.9006,174.886,1801,2020-10-11
,Nicaragua,12.865416,-85.207229,4225,2020-10-11
,Niger,17.607789,8.081666,1123,2020-10-11
,Nigeria,9.082,8.6753,51735,2020-10-11
,North Macedonia,41.6086,21.7453,16194,2020-10-11
,Norway,60.472,8.4689,11863,2020-10-11
,Oman,21.512583,55.92325500000001,92840,2020-10-11
,Pakistan,30.3753,69.3451,304185,2020-10-11
,Panama,8.538,-80.7821,96164,2020-10-11
,Papua New Guinea,-6.314993,143.95555,532,2020-10-11
,Paraguay,-23.4425,-58.4438,32090,2020-10-11
,Peru,-9.19,-75.0152,738189,2020-10-11
,Philippines,12.879721,121.77401699999999,293075,2020-10-11
,Poland,51.9194,19.1451,80302,2020-10-11
,Portugal,39.3999,-8.2245,53187,2020-10-11
,Qatar,25.3548,51.1839,124978,2020-10-11
,Romania,45.9432,24.9668,117942,2020-10-11
,Russia,61.52401,105.31875600000001,1016120,2020-10-11
,Rwanda,-1.9403,29.8739,3606,2020-10-11
,Saint Kitts and Nevis,17.357822,-62.782998,18,2020-10-11
,Saint Lucia,13.9094,-60.9789,27,2020-10-11
,Saint Vincent and the Grenadines,12.9843,-61.2872,64,2020-10-11
,San Marino,43.9424,12.4578,682,2020-10-11
,Sao Tome and Principe,0.1864,6.6131,892,2020-10-11
,Saudi Arabia,23.885942,45.079162,325330,2020-10-11
,Senegal,14.4974,-14.4524,13297,2020-10-11
,Serbia,44.0165,21.0059,0,2020-10-11
,Seychelles,-4.6796,55.492,144,2020-10-11
,Sierra Leone,8.460555000000001,-11.779889,1736,2020-10-11
,Singapore,1.2833,103.8333,57705,2020-10-11
,Slovakia,48.669,19.699,5631,2020-10-11
,Slovenia,46.1512,14.9955,5182,2020-10-11
,Solomon Islands,-9.6457,160.1562,0,2020-10-11
,Somalia,5.152149,46.199616,3089,2020-10-11
,South Africa,-30.5595,22.9375,623765,2020-10-11
,South Sudan,6.8770000000000024,31.307,1290,2020-10-11
,Spain,40.463667,-3.7492199999999998,150376,2020-10-11
,Sri Lanka,7.873054,80.77179699999998,3307,2020-10-11
,Sudan,12.8628,30.2176,6764,2020-10-11
,Suriname,3.9193,-56.0278,4845,2020-10-11
,Sweden,60.128161,18.643501,0,2020-10-11
,Switzerland,46.8182,8.2275,48400,2020-10-11
,Syria,34.8021,38.9968,1296,2020-10-11
,Taiwan*,23.7,121.0,488,2020-10-11
,Tajikistan,38.861,71.2761,9058,2020-10-11
,Tanzania,-6.369028,34.888822,183,2020-10-11
,Thailand,15.870032,100.992541,3454,2020-10-11
,Timor-Leste,-8.8742,125.7275,28,2020-10-11
,Togo,8.6195,0.8248,1457,2020-10-11
,Trinidad and Tobago,10.6918,-61.2225,3221,2020-10-11
,Tunisia,33.886917,9.537499,5032,2020-10-11
,Turkey,38.9637,35.2433,294357,2020-10-11
,US,40.0,-100.0,3075077,2020-10-11
,Uganda,1.373333,32.290275,6109,2020-10-11
,Ukraine,48.3794,31.1656,117829,2020-10-11
,United Arab Emirates,23.424076,53.847818000000004,97284,2020-10-11
Anguilla,United Kingdom,18.2206,-63.0686,3,2020-10-11
Bermuda,United Kingdom,32.3078,-64.7505,170,2020-10-11
British Virgin Islands,United Kingdom,18.4207,-64.64,70,2020-10-11
Cayman Islands,United Kingdom,19.3133,-81.2546,211,2020-10-11
Channel Islands,United Kingdom,49.3723,-2.3644,623,2020-10-11
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,13,2020-10-11
Gibraltar,United Kingdom,36.1408,-5.3536,413,2020-10-11
Isle of Man,United Kingdom,54.2361,-4.5481,316,2020-10-11
Montserrat,United Kingdom,16.742498,-62.187366000000004,12,2020-10-11
Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,672,2020-10-11
,United Kingdom,55.3781,-3.4360000000000004,0,2020-10-11
,Uruguay,-32.5228,-55.7658,1942,2020-10-11
,Uzbekistan,41.377491,64.585262,58069,2020-10-11
,Venezuela,6.4238,-66.5897,74664,2020-10-11
,Vietnam,14.058323999999999,108.277199,1024,2020-10-11
,West Bank and Gaza,31.9522,35.2332,37942,2020-10-11
,Western Sahara,24.2155,-12.8858,8,2020-10-11
,Yemen,15.552726999999999,48.516388,1329,2020-10-11
,Zambia,-13.133897,27.849332,14599,2020-10-11
,Zimbabwe,-19.015438,29.154857,6504,2020-10-11
,Afghanistan,33.93911,67.709953,33118,2020-10-12
,Albania,41.1533,20.1683,9585,2020-10-12
,Algeria,28.0339,1.6596,37382,2020-10-12
,Andorra,42.5063,1.5218,1928,2020-10-12
,Angola,-11.2027,17.8739,2744,2020-10-12
,Antigua and Barbuda,17.0608,-61.7964,97,2020-10-12
,Argentina,-38.4161,-63.6167,732582,2020-10-12
,Armenia,40.0691,45.0382,45891,2020-10-12
Australian Capital Territory,Australia,-35.4735,149.0124,110,2020-10-12
New South Wales,Australia,-33.8688,151.2093,3134,2020-10-12
Northern Territory,Australia,-12.4634,130.8456,33,2020-10-12
Queensland,Australia,-27.4698,153.0251,1154,2020-10-12
South Australia,Australia,-34.9285,138.6007,467,2020-10-12
Tasmania,Australia,-42.8821,147.3272,217,2020-10-12
Victoria,Australia,-37.8136,144.9631,19243,2020-10-12
Western Australia,Australia,-31.9505,115.8605,671,2020-10-12
,Austria,47.5162,14.5501,44065,2020-10-12
,Azerbaijan,40.1431,47.5769,39404,2020-10-12
,Bahamas,25.025885,-78.035889,2978,2020-10-12
,Bahrain,26.0275,50.55,71687,2020-10-12
,Bangladesh,23.685,90.3563,294391,2020-10-12
,Barbados,13.1939,-59.5432,186,2020-10-12
,Belarus,53.7098,27.9534,77423,2020-10-12
,Belgium,50.8333,4.469936,20324,2020-10-12
,Belize,17.1899,-88.4976,1566,2020-10-12
,Benin,9.3077,2.3158,1973,2020-10-12
,Bhutan,27.5142,90.4336,291,2020-10-12
,Bolivia,-16.2902,-63.5887,101523,2020-10-12
,Bosnia and Herzegovina,43.9159,17.6791,23587,2020-10-12
,Botswana,-22.3285,24.6849,853,2020-10-12
,Brazil,-14.235,-51.9253,4526393,2020-10-12
,Brunei,4.5353,114.7277,143,2020-10-12
,Bulgaria,42.7339,25.4858,15975,2020-10-12
,Burkina Faso,12.2383,-1.5616,1571,2020-10-12
,Burma,21.9162,95.956,10260,2020-10-12
,Burundi,-3.3731,29.9189,472,2020-10-12
,Cabo Verde,16.5388,-23.0418,6075,2020-10-12
,Cambodia,11.55,104.9167,278,2020-10-12
,Cameroon,3.8480000000000003,11.5021,20117,2020-10-12
,Canada,56.1304,-106.3468,156940,2020-10-12
,Central African Republic,6.6111,20.9394,1924,2020-10-12
,Chad,15.4542,18.7322,1117,2020-10-12
,Chile,-35.6751,-71.543,454434,2020-10-12
Anhui,China,31.8257,117.2264,985,2020-10-12
Beijing,China,40.1824,116.4142,927,2020-10-12
Chongqing,China,30.0572,107.874,578,2020-10-12
Fujian,China,26.0789,117.9874,406,2020-10-12
Gansu,China,35.7518,104.2861,168,2020-10-12
Guangdong,China,23.3417,113.4244,1825,2020-10-12
Guangxi,China,23.8298,108.7881,256,2020-10-12
Guizhou,China,26.8154,106.8748,145,2020-10-12
Hainan,China,19.1959,109.7453,165,2020-10-12
Hebei,China,37.8957,114.9042,358,2020-10-12
Heilongjiang,China,47.861999999999995,127.7615,935,2020-10-12
Henan,China,33.882,113.61399999999999,1255,2020-10-12
Hong Kong,China,22.3,114.2,4921,2020-10-12
Hubei,China,30.9756,112.2707,63627,2020-10-12
Hunan,China,27.6104,111.7088,1015,2020-10-12
Inner Mongolia,China,44.0935,113.9448,262,2020-10-12
Jiangsu,China,32.9711,119.455,664,2020-10-12
Jiangxi,China,27.614,115.7221,934,2020-10-12
Jilin,China,43.6661,126.1923,155,2020-10-12
Liaoning,China,41.2956,122.6085,269,2020-10-12
Macau,China,22.1667,113.55,46,2020-10-12
Ningxia,China,37.2692,106.1655,75,2020-10-12
Qinghai,China,35.7452,95.9956,18,2020-10-12
Shaanxi,China,35.1917,108.8701,399,2020-10-12
Shandong,China,36.3427,118.1498,824,2020-10-12
Shanghai,China,31.201999999999998,121.4491,985,2020-10-12
Shanxi,China,37.5777,112.2922,203,2020-10-12
Sichuan,China,30.6171,102.7103,680,2020-10-12
Tianjin,China,39.3054,117.323,238,2020-10-12
Tibet,China,31.6927,88.0924,1,2020-10-12
Xinjiang,China,41.1129,85.2401,899,2020-10-12
Yunnan,China,24.974,101.48700000000001,200,2020-10-12
Zhejiang,China,29.1832,120.0934,1272,2020-10-12
,Colombia,4.5709,-74.2973,798396,2020-10-12
,Comoros,-11.6455,43.3333,475,2020-10-12
,Congo (Brazzaville),-0.228,15.8277,3887,2020-10-12
,Congo (Kinshasa),-4.0383,21.7587,10249,2020-10-12
,Costa Rica,9.7489,-83.7534,53247,2020-10-12
,Cote d'Ivoire,7.54,-5.5471,19831,2020-10-12
,Croatia,45.1,15.2,17582,2020-10-12
,Cuba,21.521757,-77.78116700000002,5574,2020-10-12
,Cyprus,35.1264,33.4299,1444,2020-10-12
,Czechia,49.8175,15.472999999999999,58200,2020-10-12
Faroe Islands,Denmark,61.8926,-6.9118,463,2020-10-12
Greenland,Denmark,71.7069,-42.6043,14,2020-10-12
,Denmark,56.2639,9.5018,26741,2020-10-12
,Diamond Princess,0.0,0.0,659,2020-10-12
,Djibouti,11.8251,42.5903,5360,2020-10-12
,Dominica,15.415,-61.371,24,2020-10-12
