Province/State,Country/Region,Lat,Long,Deaths,Date
,Ireland,53.1424,-7.6921,1691,2020-06-09
,Israel,31.046051,34.851612,299,2020-06-09
,Italy,41.87194,12.56738,34043,2020-06-09
,Jamaica,18.1096,-77.2975,10,2020-06-09
,Japan,36.204824,138.252924,920,2020-06-09
,Jordan,31.24,36.51,9,2020-06-09
,Kazakhstan,48.0196,66.9237,61,2020-06-09
,Kenya,-0.0236,37.9062,88,2020-06-09
,"Korea, South",35.90775700000001,127.766922,276,2020-06-09
,Kosovo,42.602636,20.902977,31,2020-06-09
,Kuwait,29.31166,47.481766,273,2020-06-09
,Kyrgyzstan,41.20438,74.766098,24,2020-06-09
,Laos,19.85627,102.495496,0,2020-06-09
,Latvia,56.8796,24.6032,26,2020-06-09
,Lebanon,33.8547,35.8623,30,2020-06-09
,Lesotho,-29.61,28.2336,0,2020-06-09
,Liberia,6.4280550000000005,-9.429499,31,2020-06-09
,Libya,26.3351,17.228331,5,2020-06-09
,Liechtenstein,47.14,9.55,1,2020-06-09
,Lithuania,55.1694,23.8813,72,2020-06-09
,Luxembourg,49.8153,6.1296,110,2020-06-09
,MS Zaandam,0.0,0.0,2,2020-06-09
,Madagascar,-18.766947,46.869107,9,2020-06-09
,Malawi,-13.2543,34.3015,4,2020-06-09
,Malaysia,4.210483999999999,101.975766,117,2020-06-09
,Maldives,3.2028,73.2207,8,2020-06-09
,Mali,17.570692,-3.996166000000001,94,2020-06-09
,Malta,35.9375,14.3754,9,2020-06-09
,Mauritania,21.0079,-10.9408,61,2020-06-09
,Mauritius,-20.348404,57.552152,10,2020-06-09
,Mexico,23.6345,-102.5528,14649,2020-06-09
,Moldova,47.4116,28.3699,365,2020-06-09
,Monaco,43.7333,7.4167,4,2020-06-09
,Mongolia,46.8625,103.8467,0,2020-06-09
,Montenegro,42.708678000000006,19.37439,9,2020-06-09
,Morocco,31.7917,-7.0926,210,2020-06-09
,Mozambique,-18.665695,35.529562,2,2020-06-09
,Namibia,-22.9576,18.4904,0,2020-06-09
,Nepal,28.1667,84.25,15,2020-06-09
Aruba,Netherlands,12.5211,-69.9683,3,2020-06-09
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-06-09
Curacao,Netherlands,12.1696,-68.99,1,2020-06-09
Sint Maarten,Netherlands,18.0425,-63.0548,15,2020-06-09
,Netherlands,52.1326,5.2913,6031,2020-06-09
,New Zealand,-40.9006,174.886,22,2020-06-09
,Nicaragua,12.865416,-85.207229,55,2020-06-09
,Niger,17.607789,8.081666,65,2020-06-09
,Nigeria,9.082,8.6753,365,2020-06-09
,North Macedonia,41.6086,21.7453,157,2020-06-09
,Norway,60.472,8.4689,239,2020-06-09
,Oman,21.512583,55.92325500000001,83,2020-06-09
,Pakistan,30.3753,69.3451,2255,2020-06-09
,Panama,8.538,-80.7821,403,2020-06-09
,Papua New Guinea,-6.314993,143.95555,0,2020-06-09
,Paraguay,-23.4425,-58.4438,11,2020-06-09
,Peru,-9.19,-75.0152,5738,2020-06-09
,Philippines,12.879721,121.774017,1017,2020-06-09
,Poland,51.9194,19.1451,1183,2020-06-09
,Portugal,39.3999,-8.2245,1492,2020-06-09
,Qatar,25.3548,51.1839,62,2020-06-09
,Romania,45.9432,24.9668,1354,2020-06-09
,Russia,61.52401,105.318756,6134,2020-06-09
,Rwanda,-1.9403,29.8739,2,2020-06-09
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-06-09
,Saint Lucia,13.9094,-60.9789,0,2020-06-09
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-06-09
,San Marino,43.9424,12.4578,42,2020-06-09
,Sao Tome and Principe,0.1864,6.6131,12,2020-06-09
,Saudi Arabia,23.885942,45.079162,783,2020-06-09
,Senegal,14.4974,-14.4524,52,2020-06-09
,Serbia,44.0165,21.0059,250,2020-06-09
,Seychelles,-4.6796,55.492,0,2020-06-09
,Sierra Leone,8.460555000000001,-11.779889,50,2020-06-09
,Singapore,1.2833,103.8333,25,2020-06-09
,Slovakia,48.669,19.699,28,2020-06-09
,Slovenia,46.1512,14.9955,109,2020-06-09
,Solomon Islands,-9.6457,160.1562,0,2020-06-09
,Somalia,5.152149,46.199616,85,2020-06-09
,South Africa,-30.5595,22.9375,1162,2020-06-09
,South Sudan,6.877000000000002,31.307,19,2020-06-09
,Spain,40.463667,-3.74922,27136,2020-06-09
,Sri Lanka,7.873054,80.77179699999998,11,2020-06-09
,Sudan,12.8628,30.2176,389,2020-06-09
,Suriname,3.9193,-56.0278,2,2020-06-09
,Sweden,60.128161,18.643501,4994,2020-06-09
,Switzerland,46.8182,8.2275,1934,2020-06-09
,Syria,34.802075,38.99681500000001,6,2020-06-09
,Taiwan*,23.7,121.0,7,2020-06-09
,Tajikistan,38.861,71.2761,48,2020-06-09
,Tanzania,-6.369028,34.888822,21,2020-06-09
,Thailand,15.870032,100.992541,58,2020-06-09
,Timor-Leste,-8.874217,125.727539,0,2020-06-09
,Togo,8.6195,0.8248,13,2020-06-09
,Trinidad and Tobago,10.6918,-61.2225,8,2020-06-09
,Tunisia,33.886917,9.537499,49,2020-06-09
,Turkey,38.9637,35.2433,4729,2020-06-09
,US,40.0,-100.0,114925,2020-06-09
,Uganda,1.373333,32.290275,0,2020-06-09
,Ukraine,48.3794,31.1656,818,2020-06-09
,United Arab Emirates,23.424076,53.847818,283,2020-06-09
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-06-09
Bermuda,United Kingdom,32.3078,-64.7505,9,2020-06-09
British Virgin Islands,United Kingdom,18.4207,-64.64,1,2020-06-09
Cayman Islands,United Kingdom,19.3133,-81.2546,1,2020-06-09
Channel Islands,United Kingdom,49.3723,-2.3644,48,2020-06-09
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-06-09
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-06-09
Isle of Man,United Kingdom,54.2361,-4.5481,24,2020-06-09
Montserrat,United Kingdom,16.742498,-62.187366,1,2020-06-09
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,1,2020-06-09
,United Kingdom,55.3781,-3.4360000000000004,38861,2020-06-09
,Uruguay,-32.5228,-55.7658,23,2020-06-09
,Uzbekistan,41.377491,64.585262,18,2020-06-09
,Venezuela,6.4238,-66.5897,23,2020-06-09
,Vietnam,14.058324,108.277199,0,2020-06-09
,West Bank and Gaza,31.9522,35.2332,3,2020-06-09
,Western Sahara,24.2155,-12.8858,1,2020-06-09
,Yemen,15.552727,48.516388,127,2020-06-09
,Zambia,-13.133897,27.849332,10,2020-06-09
,Zimbabwe,-19.015438,29.154857,4,2020-06-09
,Afghanistan,33.93911,67.709953,405,2020-06-10
,Albania,41.1533,20.1683,34,2020-06-10
,Algeria,28.0339,1.6596,732,2020-06-10
,Andorra,42.5063,1.5218,51,2020-06-10
,Angola,-11.2027,17.8739,4,2020-06-10
,Antigua and Barbuda,17.0608,-61.7964,3,2020-06-10
,Argentina,-38.4161,-63.6167,735,2020-06-10
,Armenia,40.0691,45.0382,227,2020-06-10
Australian Capital Territory,Australia,-35.4735,149.0124,3,2020-06-10
New South Wales,Australia,-33.8688,151.2093,48,2020-06-10
Northern Territory,Australia,-12.4634,130.8456,0,2020-06-10
Queensland,Australia,-27.4698,153.0251,6,2020-06-10
South Australia,Australia,-34.9285,138.6007,4,2020-06-10
Tasmania,Australia,-42.8821,147.3272,13,2020-06-10
Victoria,Australia,-37.8136,144.9631,19,2020-06-10
Western Australia,Australia,-31.9505,115.8605,9,2020-06-10
,Austria,47.5162,14.5501,673,2020-06-10
,Azerbaijan,40.1431,47.5769,102,2020-06-10
,Bahamas,25.025885,-78.035889,11,2020-06-10
,Bahrain,26.0275,50.55,31,2020-06-10
,Bangladesh,23.685,90.3563,1012,2020-06-10
,Barbados,13.1939,-59.5432,7,2020-06-10
,Belarus,53.7098,27.9534,288,2020-06-10
,Belgium,50.8333,4.469936,9629,2020-06-10
,Belize,17.1899,-88.4976,2,2020-06-10
,Benin,9.3077,2.3158,4,2020-06-10
,Bhutan,27.5142,90.4336,0,2020-06-10
,Bolivia,-16.2902,-63.5887,512,2020-06-10
,Bosnia and Herzegovina,43.9159,17.6791,161,2020-06-10
,Botswana,-22.3285,24.6849,1,2020-06-10
,Brazil,-14.235,-51.9253,39680,2020-06-10
,Brunei,4.5353,114.7277,2,2020-06-10
,Bulgaria,42.7339,25.4858,167,2020-06-10
,Burkina Faso,12.2383,-1.5616,53,2020-06-10
,Burma,21.9162,95.956,6,2020-06-10
,Burundi,-3.3731,29.9189,1,2020-06-10
,Cabo Verde,16.5388,-23.0418,5,2020-06-10
,Cambodia,11.55,104.9167,0,2020-06-10
,Cameroon,3.848,11.5021,212,2020-06-10
Alberta,Canada,53.9333,-116.5765,151,2020-06-10
British Columbia,Canada,53.7267,-127.6476,167,2020-06-10
Diamond Princess,Canada,0.0,0.0,1,2020-06-10
Grand Princess,Canada,0.0,0.0,0,2020-06-10
Manitoba,Canada,53.7609,-98.8139,7,2020-06-10
New Brunswick,Canada,46.5653,-66.4619,1,2020-06-10
Newfoundland and Labrador,Canada,53.1355,-57.6604,3,2020-06-10
Northwest Territories,Canada,64.8255,-124.8457,0,2020-06-10
Nova Scotia,Canada,44.682,-63.7443,62,2020-06-10
Ontario,Canada,51.2538,-85.3232,2552,2020-06-10
Prince Edward Island,Canada,46.5107,-63.4168,0,2020-06-10
Quebec,Canada,52.9399,-73.5491,5081,2020-06-10
Saskatchewan,Canada,52.9399,-106.4509,13,2020-06-10
Yukon,Canada,64.2823,-135.0,0,2020-06-10
,Central African Republic,6.6111,20.9394,5,2020-06-10
,Chad,15.4542,18.7322,72,2020-06-10
,Chile,-35.6751,-71.543,2475,2020-06-10
Anhui,China,31.8257,117.2264,6,2020-06-10
Beijing,China,40.1824,116.4142,9,2020-06-10
Chongqing,China,30.0572,107.874,6,2020-06-10
Fujian,China,26.0789,117.9874,1,2020-06-10
Gansu,China,35.7518,104.2861,2,2020-06-10
Guangdong,China,23.3417,113.4244,8,2020-06-10
Guangxi,China,23.8298,108.7881,2,2020-06-10
Guizhou,China,26.8154,106.8748,2,2020-06-10
Hainan,China,19.1959,109.7453,6,2020-06-10
Hebei,China,39.549,116.1306,6,2020-06-10
Heilongjiang,China,47.862,127.7615,13,2020-06-10
Henan,China,37.8957,114.9042,22,2020-06-10
Hong Kong,China,22.3,114.2,4,2020-06-10
Hubei,China,30.9756,112.2707,4512,2020-06-10
Hunan,China,27.6104,111.7088,4,2020-06-10
Inner Mongolia,China,44.0935,113.9448,1,2020-06-10
Jiangsu,China,32.9711,119.455,0,2020-06-10
Jiangxi,China,27.614,115.7221,1,2020-06-10
Jilin,China,43.6661,126.1923,2,2020-06-10
Liaoning,China,41.2956,122.6085,2,2020-06-10
Macau,China,22.1667,113.55,0,2020-06-10
Ningxia,China,37.2692,106.1655,0,2020-06-10
Qinghai,China,35.7452,95.9956,0,2020-06-10
Shaanxi,China,35.1917,108.8701,3,2020-06-10
Shandong,China,36.3427,118.1498,7,2020-06-10
Shanghai,China,31.202,121.4491,7,2020-06-10
Shanxi,China,37.5777,112.2922,0,2020-06-10
Sichuan,China,30.6171,102.7103,3,2020-06-10
Tianjin,China,39.3054,117.323,3,2020-06-10
Tibet,China,31.6927,88.0924,0,2020-06-10
Xinjiang,China,41.1129,85.2401,3,2020-06-10
Yunnan,China,24.974,101.487,2,2020-06-10
Zhejiang,China,29.1832,120.0934,1,2020-06-10
,Colombia,4.5709,-74.2973,1433,2020-06-10
,Comoros,-11.6455,43.3333,2,2020-06-10
,Congo (Brazzaville),-0.228,15.8277,24,2020-06-10
,Congo (Kinshasa),-4.0383,21.7587,96,2020-06-10
,Costa Rica,9.7489,-83.7534,12,2020-06-10
,Cote d'Ivoire,7.54,-5.5471,41,2020-06-10
,Croatia,45.1,15.2,106,2020-06-10
,Cuba,21.521757,-77.78116700000002,83,2020-06-10
,Cyprus,35.1264,33.4299,18,2020-06-10
,Czechia,49.8175,15.473,330,2020-06-10
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-06-10
Greenland,Denmark,71.7069,-42.6043,0,2020-06-10
,Denmark,56.2639,9.5018,593,2020-06-10
,Diamond Princess,0.0,0.0,13,2020-06-10
,Djibouti,11.8251,42.5903,34,2020-06-10
,Dominica,15.415,-61.371,0,2020-06-10
,Dominican Republic,18.7357,-70.1627,550,2020-06-10
,Ecuador,-1.8312,-78.1834,3720,2020-06-10
,Egypt,26.820553000000004,30.802498,1342,2020-06-10
,El Salvador,13.7942,-88.8965,64,2020-06-10
,Equatorial Guinea,1.6508,10.2679,12,2020-06-10
,Eritrea,15.1794,39.7823,0,2020-06-10
,Estonia,58.5953,25.0136,69,2020-06-10
,Eswatini,-26.5225,31.4659,3,2020-06-10
,Ethiopia,9.145,40.4897,35,2020-06-10
,Fiji,-17.7134,178.065,0,2020-06-10
,Finland,61.92411,25.748151,324,2020-06-10
French Guiana,France,3.9339,-53.1258,2,2020-06-10
French Polynesia,France,-17.6797,149.4068,0,2020-06-10
Guadeloupe,France,16.265,-61.551,14,2020-06-10
Martinique,France,14.6415,-61.0242,14,2020-06-10
Mayotte,France,-12.8275,45.166244,28,2020-06-10
New Caledonia,France,-20.904305,165.618042,0,2020-06-10
Reunion,France,-21.1151,55.5364,1,2020-06-10
Saint Barthelemy,France,17.9,-62.8333,0,2020-06-10
Saint Pierre and Miquelon,France,46.8852,-56.3159,0,2020-06-10
St Martin,France,18.0708,-63.0501,3,2020-06-10
,France,46.2276,2.2137,29260,2020-06-10
,Gabon,-0.8037,11.6094,22,2020-06-10
,Gambia,13.4432,-15.3101,1,2020-06-10
,Georgia,42.3154,43.3569,13,2020-06-10
,Germany,51.165691,10.451526,8752,2020-06-10
,Ghana,7.9465,-1.0232,48,2020-06-10
,Greece,39.0742,21.8243,183,2020-06-10
,Grenada,12.1165,-61.679,0,2020-06-10
,Guatemala,15.7835,-90.2308,316,2020-06-10
,Guinea,9.9456,-9.6966,23,2020-06-10
,Guinea-Bissau,11.8037,-15.1804,12,2020-06-10
,Guyana,4.860416000000002,-58.93018000000001,12,2020-06-10
,Haiti,18.9712,-72.2852,58,2020-06-10
,Holy See,41.9029,12.4534,0,2020-06-10
,Honduras,15.2,-86.2419,290,2020-06-10
,Hungary,47.1625,19.5033,551,2020-06-10
,Iceland,64.9631,-19.0208,10,2020-06-10
,India,20.593684,78.96288,8102,2020-06-10
,Indonesia,-0.7893,113.9213,1959,2020-06-10
,Iran,32.427908,53.68804599999999,8506,2020-06-10
,Iraq,33.223191,43.679291,426,2020-06-10
,Ireland,53.1424,-7.6921,1695,2020-06-10
,Israel,31.046051,34.851612,299,2020-06-10
,Italy,41.87194,12.56738,34114,2020-06-10
,Jamaica,18.1096,-77.2975,10,2020-06-10
,Japan,36.204824,138.252924,922,2020-06-10
,Jordan,31.24,36.51,9,2020-06-10
,Kazakhstan,48.0196,66.9237,67,2020-06-10
,Kenya,-0.0236,37.9062,89,2020-06-10
,"Korea, South",35.90775700000001,127.766922,276,2020-06-10
,Kosovo,42.602636,20.902977,31,2020-06-10
,Kuwait,29.31166,47.481766,275,2020-06-10
,Kyrgyzstan,41.20438,74.766098,26,2020-06-10
,Laos,19.85627,102.495496,0,2020-06-10
,Latvia,56.8796,24.6032,26,2020-06-10
,Lebanon,33.8547,35.8623,30,2020-06-10
,Lesotho,-29.61,28.2336,0,2020-06-10
,Liberia,6.4280550000000005,-9.429499,31,2020-06-10
,Libya,26.3351,17.228331,5,2020-06-10
,Liechtenstein,47.14,9.55,1,2020-06-10
,Lithuania,55.1694,23.8813,74,2020-06-10
,Luxembourg,49.8153,6.1296,110,2020-06-10
,MS Zaandam,0.0,0.0,2,2020-06-10
,Madagascar,-18.766947,46.869107,10,2020-06-10
,Malawi,-13.2543,34.3015,4,2020-06-10
,Malaysia,4.210483999999999,101.975766,118,2020-06-10
,Maldives,3.2028,73.2207,8,2020-06-10
,Mali,17.570692,-3.996166000000001,96,2020-06-10
,Malta,35.9375,14.3754,9,2020-06-10
,Mauritania,21.0079,-10.9408,71,2020-06-10
,Mauritius,-20.348404,57.552152,10,2020-06-10
,Mexico,23.6345,-102.5528,15357,2020-06-10
,Moldova,47.4116,28.3699,371,2020-06-10
,Monaco,43.7333,7.4167,4,2020-06-10
,Mongolia,46.8625,103.8467,0,2020-06-10
,Montenegro,42.708678000000006,19.37439,9,2020-06-10
,Morocco,31.7917,-7.0926,211,2020-06-10
,Mozambique,-18.665695,35.529562,2,2020-06-10
,Namibia,-22.9576,18.4904,0,2020-06-10
,Nepal,28.1667,84.25,15,2020-06-10
Aruba,Netherlands,12.5211,-69.9683,3,2020-06-10
"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,0,2020-06-10
Curacao,Netherlands,12.1696,-68.99,1,2020-06-10
Sint Maarten,Netherlands,18.0425,-63.0548,15,2020-06-10
,Netherlands,52.1326,5.2913,6042,2020-06-10
,New Zealand,-40.9006,174.886,22,2020-06-10
,Nicaragua,12.865416,-85.207229,55,2020-06-10
,Niger,17.607789,8.081666,65,2020-06-10
,Nigeria,9.082,8.6753,382,2020-06-10
,North Macedonia,41.6086,21.7453,164,2020-06-10
,Norway,60.472,8.4689,239,2020-06-10
,Oman,21.512583,55.92325500000001,84,2020-06-10
,Pakistan,30.3753,69.3451,2356,2020-06-10
,Panama,8.538,-80.7821,413,2020-06-10
,Papua New Guinea,-6.314993,143.95555,0,2020-06-10
,Paraguay,-23.4425,-58.4438,11,2020-06-10
,Peru,-9.19,-75.0152,5903,2020-06-10
,Philippines,12.879721,121.774017,1027,2020-06-10
,Poland,51.9194,19.1451,1206,2020-06-10
,Portugal,39.3999,-8.2245,1497,2020-06-10
,Qatar,25.3548,51.1839,66,2020-06-10
,Romania,45.9432,24.9668,1360,2020-06-10
,Russia,61.52401,105.318756,6350,2020-06-10
,Rwanda,-1.9403,29.8739,2,2020-06-10
,Saint Kitts and Nevis,17.357822,-62.782998,0,2020-06-10
,Saint Lucia,13.9094,-60.9789,0,2020-06-10
,Saint Vincent and the Grenadines,12.9843,-61.2872,0,2020-06-10
,San Marino,43.9424,12.4578,42,2020-06-10
,Sao Tome and Principe,0.1864,6.6131,12,2020-06-10
,Saudi Arabia,23.885942,45.079162,819,2020-06-10
,Senegal,14.4974,-14.4524,52,2020-06-10
,Serbia,44.0165,21.0059,251,2020-06-10
,Seychelles,-4.6796,55.492,0,2020-06-10
,Sierra Leone,8.460555000000001,-11.779889,50,2020-06-10
,Singapore,1.2833,103.8333,25,2020-06-10
,Slovakia,48.669,19.699,28,2020-06-10
,Slovenia,46.1512,14.9955,109,2020-06-10
,Solomon Islands,-9.6457,160.1562,0,2020-06-10
,Somalia,5.152149,46.199616,85,2020-06-10
,South Africa,-30.5595,22.9375,1210,2020-06-10
,South Sudan,6.877000000000002,31.307,19,2020-06-10
,Spain,40.463667,-3.74922,27136,2020-06-10
,Sri Lanka,7.873054,80.77179699999998,11,2020-06-10
,Sudan,12.8628,30.2176,401,2020-06-10
,Suriname,3.9193,-56.0278,2,2020-06-10
,Sweden,60.128161,18.643501,5030,2020-06-10
,Switzerland,46.8182,8.2275,1936,2020-06-10
,Syria,34.802075,38.99681500000001,6,2020-06-10
,Taiwan*,23.7,121.0,7,2020-06-10
,Tajikistan,38.861,71.2761,48,2020-06-10
,Tanzania,-6.369028,34.888822,21,2020-06-10
,Thailand,15.870032,100.992541,58,2020-06-10
,Timor-Leste,-8.874217,125.727539,0,2020-06-10
,Togo,8.6195,0.8248,13,2020-06-10
,Trinidad and Tobago,10.6918,-61.2225,8,2020-06-10
,Tunisia,33.886917,9.537499,49,2020-06-10
,Turkey,38.9637,35.2433,4746,2020-06-10
,US,40.0,-100.0,115822,2020-06-10
,Uganda,1.373333,32.290275,0,2020-06-10
,Ukraine,48.3794,31.1656,841,2020-06-10
,United Arab Emirates,23.424076,53.847818,284,2020-06-10
Anguilla,United Kingdom,18.2206,-63.0686,0,2020-06-10
Bermuda,United Kingdom,32.3078,-64.7505,9,2020-06-10
British Virgin Islands,United Kingdom,18.4207,-64.64,1,2020-06-10
Cayman Islands,United Kingdom,19.3133,-81.2546,1,2020-06-10
Channel Islands,United Kingdom,49.3723,-2.3644,48,2020-06-10
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,0,2020-06-10
Gibraltar,United Kingdom,36.1408,-5.3536,0,2020-06-10
Isle of Man,United Kingdom,54.2361,-4.5481,24,2020-06-10
Montserrat,United Kingdom,16.742498,-62.187366,1,2020-06-10
Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,1,2020-06-10
,United Kingdom,55.3781,-3.4360000000000004,39025,2020-06-10
,Uruguay,-32.5228,-55.7658,23,2020-06-10
,Uzbekistan,41.377491,64.585262,19,2020-06-10
,Venezuela,6.4238,-66.5897,23,2020-06-10
,Vietnam,14.058324,108.277199,0,2020-06-10
,West Bank and Gaza,31.9522,35.2332,3,2020-06-10
,Western Sahara,24.2155,-12.8858,1,2020-06-10
,Yemen,15.552727,48.516388,129,2020-06-10
,Zambia,-13.133897,27.849332,10,2020-06-10
,Zimbabwe,-19.015438,29.154857,4,2020-06-10
,Afghanistan,33.93911,67.709953,426,2020-06-11
,Albania,41.1533,20.1683,35,2020-06-11
,Algeria,28.0339,1.6596,741,2020-06-11
,Andorra,42.5063,1.5218,51,2020-06-11
,Angola,-11.2027,17.8739,5,2020-06-11
,Antigua and Barbuda,17.0608,-61.7964,3,2020-06-11
,Argentina,-38.4161,-63.6167,765,2020-06-11
,Armenia,40.0691,45.0382,245,2020-06-11
Australian Capital Territory,Australia,-35.4735,149.0124,3,2020-06-11
New South Wales,Australia,-33.8688,151.2093,48,2020-06-11
Northern Territory,Australia,-12.4634,130.8456,0,2020-06-11
Queensland,Australia,-27.4698,153.0251,6,2020-06-11
South Australia,Australia,-34.9285,138.6007,4,2020-06-11
Tasmania,Australia,-42.8821,147.3272,13,2020-06-11
Victoria,Australia,-37.8136,144.9631,19,2020-06-11
Western Australia,Australia,-31.9505,115.8605,9,2020-06-11
,Austria,47.5162,14.5501,674,2020-06-11
,Azerbaijan,40.1431,47.5769,108,2020-06-11
,Bahamas,25.025885,-78.035889,11,2020-06-11
,Bahrain,26.0275,50.55,34,2020-06-11
,Bangladesh,23.685,90.3563,1049,2020-06-11
,Barbados,13.1939,-59.5432,7,2020-06-11
,Belarus,53.7098,27.9534,293,2020-06-11
,Belgium,50.8333,4.469936,9636,2020-06-11
,Belize,17.1899,-88.4976,2,2020-06-11
,Benin,9.3077,2.3158,4,2020-06-11
,Bhutan,27.5142,90.4336,0,2020-06-11
,Bolivia,-16.2902,-63.5887,533,2020-06-11
,Bosnia and Herzegovina,43.9159,17.6791,161,2020-06-11
,Botswana,-22.3285,24.6849,1,2020-06-11
,Brazil,-14.235,-51.9253,40919,2020-06-11
,Brunei,4.5353,114.7277,2,2020-06-11
,Bulgaria,42.7339,25.4858,168,2020-06-11
,Burkina Faso,12.2383,-1.5616,53,2020-06-11
,Burma,21.9162,95.956,6,2020-06-11
,Burundi,-3.3731,29.9189,1,2020-06-11
,Cabo Verde,16.5388,-23.0418,6,2020-06-11
,Cambodia,11.55,104.9167,0,2020-06-11
,Cameroon,3.848,11.5021,212,2020-06-11
Alberta,Canada,53.9333,-116.5765,149,2020-06-11
British Columbia,Canada,53.7267,-127.6476,167,2020-06-11
Diamond Princess,Canada,0.0,0.0,1,2020-06-11
Grand Princess,Canada,0.0,0.0,0,2020-06-11
Manitoba,Canada,53.7609,-98.8139,7,2020-06-11
New Brunswick,Canada,46.5653,-66.4619,1,2020-06-11
Newfoundland and Labrador,Canada,53.1355,-57.6604,3,2020-06-11
Northwest Territories,Canada,64.8255,-124.8457,0,2020-06-11
Nova Scotia,Canada,44.682,-63.7443,62,2020-06-11
Ontario,Canada,51.2538,-85.3232,2563,2020-06-11
Prince Edward Island,Canada,46.5107,-63.4168,0,2020-06-11
Quebec,Canada,52.9399,-73.5491,5105,2020-06-11
Saskatchewan,Canada,52.9399,-106.4509,13,2020-06-11
Yukon,Canada,64.2823,-135.0,0,2020-06-11
,Central African Republic,6.6111,20.9394,5,2020-06-11
,Chad,15.4542,18.7322,72,2020-06-11
,Chile,-35.6751,-71.543,2648,2020-06-11
Anhui,China,31.8257,117.2264,6,2020-06-11
Beijing,China,40.1824,116.4142,9,2020-06-11
Chongqing,China,30.0572,107.874,6,2020-06-11
Fujian,China,26.0789,117.9874,1,2020-06-11
Gansu,China,35.7518,104.2861,2,2020-06-11
Guangdong,China,23.3417,113.4244,8,2020-06-11
Guangxi,China,23.8298,108.7881,2,2020-06-11
Guizhou,China,26.8154,106.8748,2,2020-06-11
Hainan,China,19.1959,109.7453,6,2020-06-11
Hebei,China,39.549,116.1306,6,2020-06-11
Heilongjiang,China,47.862,127.7615,13,2020-06-11
Henan,China,37.8957,114.9042,22,2020-06-11
Hong Kong,China,22.3,114.2,4,2020-06-11
Hubei,China,30.9756,112.2707,4512,2020-06-11
Hunan,China,27.6104,111.7088,4,2020-06-11
Inner Mongolia,China,44.0935,113.9448,1,2020-06-11
Jiangsu,China,32.9711,119.455,0,2020-06-11
Jiangxi,China,27.614,115.7221,1,2020-06-11
Jilin,China,43.6661,126.1923,2,2020-06-11
Liaoning,China,41.2956,122.6085,2,2020-06-11
Macau,China,22.1667,113.55,0,2020-06-11
Ningxia,China,37.2692,106.1655,0,2020-06-11
Qinghai,China,35.7452,95.9956,0,2020-06-11
Shaanxi,China,35.1917,108.8701,3,2020-06-11
Shandong,China,36.3427,118.1498,7,2020-06-11
Shanghai,China,31.202,121.4491,7,2020-06-11
Shanxi,China,37.5777,112.2922,0,2020-06-11
Sichuan,China,30.6171,102.7103,3,2020-06-11
Tianjin,China,39.3054,117.323,3,2020-06-11
Tibet,China,31.6927,88.0924,0,2020-06-11
Xinjiang,China,41.1129,85.2401,3,2020-06-11
Yunnan,China,24.974,101.487,2,2020-06-11
Zhejiang,China,29.1832,120.0934,1,2020-06-11
,Colombia,4.5709,-74.2973,1488,2020-06-11
,Comoros,-11.6455,43.3333,2,2020-06-11
,Congo (Brazzaville),-0.228,15.8277,24,2020-06-11
,Congo (Kinshasa),-4.0383,21.7587,98,2020-06-11
,Costa Rica,9.7489,-83.7534,12,2020-06-11
,Cote d'Ivoire,7.54,-5.5471,41,2020-06-11
,Croatia,45.1,15.2,106,2020-06-11
,Cuba,21.521757,-77.78116700000002,84,2020-06-11
,Cyprus,35.1264,33.4299,18,2020-06-11
,Czechia,49.8175,15.473,328,2020-06-11
Faroe Islands,Denmark,61.8926,-6.9118,0,2020-06-11
Greenland,Denmark,71.7069,-42.6043,0,2020-06-11
,Denmark,56.2639,9.5018,593,2020-06-11
,Diamond Princess,0.0,0.0,13,2020-06-11
,Djibouti,11.8251,42.5903,37,2020-06-11
,Dominica,15.415,-61.371,0,2020-06-11
,Dominican Republic,18.7357,-70.1627,561,2020-06-11
,Ecuador,-1.8312,-78.1834,3720,2020-06-11
,Egypt,26.820553000000004,30.802498,1377,2020-06-11
,El Salvador,13.7942,-88.8965,68,2020-06-11
,Equatorial Guinea,1.6508,10.2679,12,2020-06-11
,Eritrea,15.1794,39.7823,0,2020-06-11
,Estonia,58.5953,25.0136,69,2020-06-11
,Eswatini,-26.5225,31.4659,3,2020-06-11
,Ethiopia,9.145,40.4897,40,2020-06-11
,Fiji,-17.7134,178.065,0,2020-06-11
,Finland,61.92411,25.748151,325,2020-06-11
French Guiana,France,3.9339,-53.1258,2,2020-06-11
French Polynesia,France,-17.6797,149.4068,0,2020-06-11
Guadeloupe,France,16.265,-61.551,14,2020-06-11
Martinique,France,14.6415,-61.0242,14,2020-06-11
